value,transcription,alt_transcription,IPA,Comment
a,Phonemic,Standard,a,
n̪,Phonemic,Standard,n̪,
t̪,Phonemic,Standard,t̪,
h,Phonemic,Standard,h,
o,Phonemic,Standard,o,
ː,Phonemic,Standard,ː,
k,Phonemic,Standard,k,
ʰ,Phonemic,Standard,ʰ,
m,Phonemic,Standard,m,
ʈ,Phonemic,Standard,ʈ,
i,Phonemic,Standard,i,
t,Phonemic,Standard,t,
ʃ,Phonemic,Standard,ʃ,
l,Phonemic,Standard,l,
ɕ,Phonemic,Standard,ɕ,
u,Phonemic,Standard,u,
r,Phonemic,Standard,r,
d̪,Phonemic,Standard,d̪,
e,Phonemic,Standard,e,
d,Phonemic,Standard,d,
ʒ,Phonemic,Standard,ʒ,
j,Phonemic,Standard,j,
s,Phonemic,Standard,s,
ɽ,Phonemic,Standard,ɽ,
ʱ,Phonemic,Standard,ʱ,
g,Phonemic,Standard,g,
b,Phonemic,Standard,b,
p,Phonemic,Standard,p,
ŋ,Phonemic,Standard,ŋ,
ɳ,Phonemic,Standard,ɳ,
ɖ,Phonemic,Standard,ɖ,
v,Phonemic,Standard,ʋ,https://en.wikipedia.org/wiki/Hindustani_phonology
ʂ,Phonemic,Standard,ʂ,
ɛ,Phonemic,Standard,ɛ,
f,Phonemic,Standard,f,
ʧ,Phonemic,Standard,ʧ,
n,Phonemic,Standard,n,
w,Phonemic,Standard,w,
g̣,Phonemic,Standard,g,
ɔ,Phonemic,Standard,ɔ,
:,Phonemic,Standard,ː,
c,Phonemic,Standard,ʧ,
ɑ,Phonemic,Standard,ɑ,
