value,transcription,alt_transcription,IPA,Comment
c,Phonemic,NA,tʃ,
h,Phonemic,NA,ʰ,in this transcription h is not a standalone consonant but an aspiration marker
a,Phonemic,NA,a,
d,Phonemic,NA,d,
g,Phonemic,NA,g,
r,Phonemic,NA,r,
u,Phonemic,NA,u,
b,Phonemic,NA,b,
m,Phonemic,NA,m,
t,Phonemic,NA,t,
e,Phonemic,NA,e,
o,Phonemic,NA,o,
n,Phonemic,NA,n,
l,Phonemic,NA,l,
s,Phonemic,NA,s,
k,Phonemic,NA,k,
y,Phonemic,NA,j,
i,Phonemic,NA,i,
',Phonemic,NA,ʔ,
ṅ,Phonemic,NA,ŋ,
ź,Phonemic,NA,ʑ,
ś,Phonemic,NA,ɕ,
j,Phonemic,NA,dʑ,
p,Phonemic,NA,p,
ñ,Phonemic,NA,ɲ,
z,Phonemic,NA,z,
w,Phonemic,NA,w,
vi,Phonemic,NA,,transcription includes a marker for transitive and intransitive verbs so eliminate them
vt,Phonemic,NA,,
