value,transcription,alt_transcription,IPA,Comment
a,Phonemic,NA,a,
š,Phonemic,NA,ʃ,
ʔ,Phonemic,NA,ʔ,
w,Phonemic,NA,w,
ľ,Phonemic,NA,ɺ,https://en.wikipedia.org/wiki/Wayuu_language#Phonology unmodified l appears only in a parenthesis
h,Phonemic,NA,h,
t,Phonemic,NA,t,
i,Phonemic,NA,i,
o,Phonemic,NA,o,
k,Phonemic,NA,k,
m,Phonemic,NA,m,
p,Phonemic,NA,p,
u,Phonemic,NA,u,
y,Phonemic,NA,j,
s,Phonemic,NA,s,
e,Phonemic,NA,e,
ɨ,Phonemic,NA,ɨ,
r̃,Phonemic,NA,r,
n,Phonemic,NA,n,
č,Phonemic,NA,tʃ,
ɲ,Phonemic,NA,ɲ,
r,Phonemic,NA,r,
l,Phonemic,NA,l,
