value,transcription,alt_transcription,IPA,Comment
ŋ,Phonemic,NA,ŋ,
e,Phonemic,NA,e,
w,Phonemic,NA,w,
a,Phonemic,NA,a,
d,Phonemic,NA,d,
s,Phonemic,NA,s,
ʸ,Phonemic,NA,ʸ,
y,Phonemic,NA,j,
o,Phonemic,NA,o,
l,Phonemic,NA,l,
c̷,Phonemic,NA,ts,
m,Phonemic,NA,m,
n,Phonemic,NA,n,
g,Phonemic,NA,g,
p,Phonemic,NA,p,
r̃,Phonemic,NA,r,
u,Phonemic,NA,u,
b,Phonemic,NA,b,
ʔ,Phonemic,NA,ʔ,
t,Phonemic,NA,t,
x,Phonemic,NA,x,
i,Phonemic,NA,i,
ɨ,Phonemic,NA,ɨ,
k,Phonemic,NA,k,
c,Phonemic,NA,ts,
z,Phonemic,NA,z,
č,Phonemic,NA,tʃ,
