value,transcription,alt_transcription,IPA,Comment
n,Phonemic,NA,n,
i,Phonemic,NA,i,
š,Phonemic,NA,ʃ,
p,Phonemic,NA,p,
a,Phonemic,NA,a,
k,Phonemic,NA,k,
ĩ,Phonemic,NA,ĩ,
ɨ,Phonemic,NA,ɨ,
s,Phonemic,NA,s,
ṣ̌,Phonemic,NA,ʃ,
t,Phonemic,NA,t,
m,Phonemic,NA,m,
o,Phonemic,NA,o,
y,Phonemic,NA,j,
ã,Phonemic,NA,ã,
r,Phonemic,NA,ɾ,https://en.wikipedia.org/wiki/Yaminawa_language#Phonology
β,Phonemic,NA,β,
c̷,Phonemic,NA,ts,
õ,Phonemic,NA,õ,
ɨ̃,Phonemic,NA,ɨ̃,
č,Phonemic,NA,tʃ,
ɲ,Phonemic,NA,ɲ,
ʔ,Phonemic,NA,ʔ,
b,Phonemic,NA,b,
h,Phonemic,NA,h,
u,Phonemic,NA,u,
d,Phonemic,NA,d,
w,Phonemic,NA,w,
e,Phonemic,NA,e,
