value,transcription,alt_transcription,IPA,Comment
n,Phonemic,Standard,n,
i,Phonemic,Standard,i,
b,Phonemic,Standard,b,
r̖,Phonemic,Standard,ɽ,https://en.wikipedia.org/wiki/Help:IPA/Bengali ড়
t,Phonemic,Standard,t,
a,Phonemic,Standard,a,
k,Phonemic,Standard,k,
ā,Phonemic,Standard,aː,
r,Phonemic,Standard,ɾ,
s,Phonemic,Standard,s,
m,Phonemic,Standard,m,
p,Phonemic,Standard,p,
ṭ,Phonemic,Standard,ʈ,https://en.wikipedia.org/wiki/Bengali_phonology https://en.wikipedia.org/wiki/%E1%B9%AC
o,Phonemic,Standard,o,
h,Phonemic,Standard,h,
d,Phonemic,Standard,d,
e,Phonemic,Standard,e,
ī,Phonemic,Standard,iː,
y,Phonemic,Standard,j,
u,Phonemic,Standard,u,
j,Phonemic,Standard,dʒ,https://en.wikipedia.org/wiki/Help:IPA/Bengali
ḍ,Phonemic,Standard,ɖ,
g,Phonemic,Standard,g,
l,Phonemic,Standard,l,
r̥,Phonemic,Standard,ɹ,https://en.wiktionary.org/wiki/%E0%A6%8B
c,Phonemic,Standard,tʃ,https://en.wikipedia.org/wiki/Help:IPA/Bengali https://en.wikipedia.org/wiki/Romanisation_of_Bengali
ṇ,Phonemic,Standard,n,ণ https://en.wikipedia.org/wiki/Help:IPA/Bengali 
ṣ,Phonemic,Standard,ʂ,https://en.wikipedia.org/wiki/%E1%B9%A2a_(Indic)
ś,Phonemic,Standard,tʃ,
ū,Phonemic,Standard,uː,
ī,Phonemic,Standard,iː,
ṃ,Phonemic,Standard,ŋ,https://en.wikipedia.org/wiki/Help:IPA/Bengali ং
n̄,Phonemic,Standard,,nasalizes the vowel before
ān̄,Phonemic,Standard,ãː,nasalizes the vowel before
on̄,Phonemic,Standard,õ,nasalizes the vowel before
un̄,Phonemic,Standard,ũ,nasalizes the vowel before
in̄,Phonemic,Standard,ĩ,nasalizes the vowel before
en̄,Phonemic,Standard,ẽ,nasalizes the vowel before
ṁ,Phonemic,Standard,ŋ,also ং
ṅ,Phonemic,Standard,ŋ,
ṭ,Phonemic,Standard,ʈ,https://en.wikipedia.org/wiki/Help:IPA/Bengali
ḍ,Phonemic,Standard,ɖ,
ṅ,Phonemic,Standard,ŋ,
ṣ,Phonemic,Standard,ʂ,https://en.wikipedia.org/wiki/%E1%B9%A2
ṇ,Phonemic,Standard,n,also ণ
ś,Phonemic,Standard,ʃ,https://en.wikipedia.org/wiki/Help:IPA/Bengali
ñ,Phonemic,Standard,ɲ,https://en.wikipedia.org/wiki/%C3%91a_(Indic)
ŗ,Phonemic,Standard,ɽ,https://en.wikipedia.org/wiki/Help:IPA/Bengali
ṁ,Phonemic,Standard,ŋ,ং
ū,Phonemic,Standard,uː,
ē,Phonemic,Standard,eː,
ā,Phonemic,Standard,aː,
