value,transcription,alt_transcription,IPA,Comment
t,IPA,NA,t,
e,IPA,NA,e,
b,IPA,NA,b,
í,IPA,NA,í,tonal language
k,IPA,NA,k,
a,IPA,NA,a,
:,IPA,NA,ː,
l,IPA,NA,l,
ʃ,IPA,NA,ʃ,
w,IPA,NA,w,
á,IPA,NA,á,
ŋ,IPA,NA,ŋ,
d,IPA,NA,d,
r,IPA,NA,r,
i,IPA,NA,i,
n,IPA,NA,n,
m,IPA,NA,m,
ɛ,IPA,NA,ɛ,
ɽ,IPA,NA,ɽ,
ó,IPA,NA,ó,
u,IPA,NA,u,
g,IPA,NA,g,
ú,IPA,NA,ú,
ʈ,IPA,NA,ʈ,
ɖ,IPA,NA,ɖ,
o,IPA,NA,o,
ɪ,IPA,NA,v,
ɲ,IPA,NA,ɲ,
ʊ,IPA,NA,ʊ,
ǰ,IPA,NA,dʒ,
ʊ́,IPA,NA,ʊ́,
y,IPA,NA,j,
p,IPA,NA,p,
č,IPA,NA,tʃ,
é,IPA,NA,é,
ɪ́,IPA,NA,ɪ́,
ɔ́,IPA,NA,ɔ́,
ɔ,IPA,NA,ɔ,
ɛ́,IPA,NA,ɛ́,
ŕ,IPA,NA,r,
ε,IPA,NA,ε,
č,IPA,NA,tʃ,
ǰ,IPA,NA,dʒ,
h,IPA,NA,h,
v,IPA,NA,v,
f,IPA,NA,f,
ɡ,IPA,NA,g,
t́,IPA,NA,t,
ː,IPA,NA,ː,
Í,IPA,NA,ɪ́,
á́,IPA,NA,á,
í,IPA,NA,í,
