value,transcription,alt_transcription,IPA,Comment
a,Phonemic,NA,a,
š,Phonemic,NA,ʃ, https://omniglot.com/writing/aguaruna.htm
i,Phonemic,NA,i,
m,Phonemic,NA,m,
t,Phonemic,NA,t,
n,Phonemic,NA,n,
g,Phonemic,NA,ɰ, https://en.wikipedia.org/wiki/Aguaruna_language
k,Phonemic,NA,k,
u,Phonemic,NA,u,
c̷,Phonemic,NA,t͡s, https://pororoca.red/es/2016/12/13/espanol-vocabulario-awajun-castellano/ in Aénts/aɨnc̷
w,Phonemic,NA,ʋ,
d,Phonemic,NA,d,
h,Phonemic,NA,h, https://en.wikipedia.org/wiki/Aguaruna_language
ɨ,Phonemic,NA,ɨ,
s,Phonemic,NA,s,
p,Phonemic,NA,p,
b,Phonemic,NA,b,
y,Phonemic,NA,j,
č,Phonemic,NA,t͡ʃ,
e,Phonemic,NA,ɨ,https://omniglot.com/writing/aguaruna.htm appears only once
ɨ́,Phonemic,NA,ɨ̃, https://en.wikipedia.org/wiki/Aguaruna_language
r,Phonemic,NA,ɾ,
á,Phonemic,NA,ã,https://en.wikipedia.org/wiki/Aguaruna_language
ɲ,Phonemic,NA,ɲ,appears once loanword from spanish
