value,transcription,alt_transcription,IPA,Comment
s,NA,NA,s,
a,NA,NA,a,
13,NA,NA,1,
212,NA,NA,2,
31,NA,NA,3,
312,NA,NA,4,
323,NA,NA,5,
325,NA,NA,6,
33,NA,NA,7,
34,NA,NA,8,
35,NA,NA,9,
453,NA,NA,10,
53,NA,NA,11,
55,NA,NA,12,
58,NA,NA,13,
k,NA,NA,k,
w,NA,NA,w,
h,NA,NA,h,
ə,NA,NA,ə,
n,NA,NA,n,
p,NA,NA,p,
t,NA,NA,t,
l,NA,NA,l,
â,NA,NA,ɐ,https://abvd.shh.mpg.de/austronesian/language.php?id=677
m,NA,NA,m,
ć,NA,NA,ȶ,https://abvd.shh.mpg.de/austronesian/language.php?id=677 compare eg walk listen
i,NA,NA,i,
u,NA,NA,u,
ŋ,NA,NA,ŋ,
ń,NA,NA,ȵ,
ś,NA,NA,ɕ,https://abvd.shh.mpg.de/austronesian/language.php?id=677
o,NA,NA,o,
j,NA,NA,j,
q,NA,NA,q,
e,NA,NA,e,
ʔ,NA,NA,ʔ,
f,NA,NA,f,
b,NA,NA,b,
g,NA,NA,g,
