value,transcription,alt_transcription,IPA,Comment
1,Phonemic,NA,1,
2,Phonemic,NA,2,
3,Phonemic,NA,3,
4,Phonemic,NA,4,
5,Phonemic,NA,5,
k,Phonemic,NA,k,
ɨ,Phonemic,NA,ɨ,
t,Phonemic,NA,t,
ʔ,Phonemic,NA,ʔ,
ɔ,Phonemic,NA,ɔ,
ŋ,Phonemic,NA,ŋ,
m,Phonemic,NA,m,
j,Phonemic,NA,j,
ɛ,Phonemic,NA,ɛ,
a,Phonemic,NA,a,
w,Phonemic,NA,w,
ə,Phonemic,NA,ə,
n,Phonemic,NA,n,
e,Phonemic,NA,e,
:,Phonemic,NA,ː,
c,Phonemic,NA,ts,compare "breathe" https://abvd.shh.mpg.de/austronesian/language.php?id=680
h,Phonemic,NA,h,
l,Phonemic,NA,l,
s,Phonemic,NA,s,
p,Phonemic,NA,p,
u,Phonemic,NA,u,
o,Phonemic,NA,o,
i,Phonemic,NA,i,
d,Phonemic,NA,d,
ʒ,Phonemic,NA,ʒ,
ń,Phonemic,NA,ɲ,https://en.wikipedia.org/wiki/Shan_language
x,Phonemic,NA,x,
