value,transcription,alt_transcription,IPA,Comment
a,CyrillTrans,Phonemic,a,
ƛ̄,CyrillTrans,Phonemic,t͡ɬː,https://titus.fkidg1.uni-frankfurt.de/didact/caucasus
ʼ,CyrillTrans,Phonemic,ʼ, ejective
e,CyrillTrans,Phonemic,e,
q̄,CyrillTrans,Phonemic,q͡χː, affricate voiceless uvular fortis https://titus.fkidg1.uni-frankfurt.de/didact/caucasus https://en.wikipedia.org/wiki/Akhvakh_language
o,CyrillTrans,Phonemic,o,
t,CyrillTrans,Phonemic,t,
i,CyrillTrans,Phonemic,i,
l,CyrillTrans,Phonemic,l,
ō,CyrillTrans,Phonemic,ō,
r,CyrillTrans,Phonemic,r,
u,CyrillTrans,Phonemic,u,
ƛ,CyrillTrans,Phonemic,ɬ, https://titus.fkidg1.uni-frankfurt.de/didact/caucasus/nekklaut.htm
b,CyrillTrans,Phonemic,b,
ɣ,CyrillTrans,Phonemic,ɣ,
ʕ,CyrillTrans,Phonemic,ʕ,
ɬ̄,CyrillTrans,Phonemic,ɬː,
x̄,CyrillTrans,Phonemic,xː,
ɬ,CyrillTrans,Phonemic,ɬ,
ē,CyrillTrans,Phonemic,ē,
x̌,CyrillTrans,Phonemic,ç,
y,CyrillTrans,Phonemic,j,
ħ,CyrillTrans,Phonemic,ħ,
ⁿ,CyrillTrans,Phonemic,ⁿ,
c,CyrillTrans,Phonemic,t͡s, voiceless dental affricate lenis
d,CyrillTrans,Phonemic,d,
z,CyrillTrans,Phonemic,z,
m,CyrillTrans,Phonemic,m,
ī,CyrillTrans,Phonemic,ī,
s,CyrillTrans,Phonemic,s,
s̄,CyrillTrans,Phonemic,sː,
k,CyrillTrans,Phonemic,k,
g,CyrillTrans,Phonemic,g,
x,CyrillTrans,Phonemic,x,
š,CyrillTrans,Phonemic,ʃ,
č,CyrillTrans,Phonemic,t͡ʃ,
q,CyrillTrans,Phonemic,q͡χ,
ʷ,CyrillTrans,Phonemic,v,
n,CyrillTrans,Phonemic,n,
ž,CyrillTrans,Phonemic,d͡ʒ,
w,CyrillTrans,Phonemic,v,
c̄,CyrillTrans,Phonemic,t͡sː,
š̄,CyrillTrans,Phonemic,ʃː,
h,CyrillTrans,Phonemic,h,
p,CyrillTrans,Phonemic,p,
k̄,CyrillTrans,Phonemic,kː,
r̄,CyrillTrans,Phonemic,rː,
č̄,CyrillTrans,Phonemic,t͡ʃː,
f,CyrillTrans,Phonemic,f,
ʔ,CyrillTrans,Phonemic,ʔ,
ǯ,CyrillTrans,Phonemic,d͡ʒ,
’,CyrillTrans,Phonemic,’,
ā,CyrillTrans,Phonemic,ā,
l̄,CyrillTrans,Phonemic,l,
