value,transcription,alt_transcription,IPA,Comment
n,phonetic,NA,n,
a,phonetic,NA,a,
u,phonetic,NA,u,
ʔ,phonetic,NA,ʔ,
0,phonetic,NA,1,
A,phonetic,NA,2,
B,phonetic,NA,3,
h,phonetic,NA,h,
ɔ,phonetic,NA,ɔ,
i,phonetic,NA,i,
k,phonetic,NA,k,
g,phonetic,NA,g,
s,phonetic,NA,s,
ə,phonetic,NA,ə,
d,phonetic,NA,d,
t,phonetic,NA,t,
ʒ́,phonetic,NA,ʒ,
ɨ,phonetic,NA,ɨ,
l,phonetic,NA,l,
m,phonetic,NA,m,
o,phonetic,NA,o,
p,phonetic,NA,p,
b,phonetic,NA,b,
ɛ,phonetic,NA,ɛ,
r,phonetic,NA,r,
ŋ,phonetic,NA,ŋ,
e,phonetic,NA,e,
ń,phonetic,NA,ɲ,
ć,phonetic,NA,tɕ,https://www.google.com/books/edition/Dictionary_of_Wa_2_vols/J_9fAgAAQBAJ?hl=en&gbpv=1&bsq=deer compare
j,phonetic,NA,j,
v,phonetic,NA,v,
f,phonetic,NA,f,
c,phonetic,NA,c,
