value,transcription,alt_transcription,IPA,Comment
a,Phonemic,NA,a,
p,Phonemic,NA,p,
i,Phonemic,NA,i,
k,Phonemic,NA,k,
t,Phonemic,NA,t,
e,Phonemic,NA,e,
n,Phonemic,NA,n,
u,Phonemic,NA,u,
š,Phonemic,NA,ʃ,
f,Phonemic,NA,f,
m,Phonemic,NA,m,
r,Phonemic,NA,ɾ,https://en.wikipedia.org/wiki/Yaghan_language#Phonology
s,Phonemic,NA,s,
o,Phonemic,NA,o,
č,Phonemic,NA,tʃ,
x,Phonemic,NA,x,
l,Phonemic,NA,l,
y,Phonemic,NA,j,
w,Phonemic,NA,w,
g,Phonemic,NA,g,
b,Phonemic,NA,b,
d,Phonemic,NA,d,
ľ,Phonemic,NA,l,appears only once in a loanword
