value,transcription,alt_transcription,IPA,Comment
ɣ,CyrillTrans,Phonemic,ɣ,https://en.wikipedia.org/wiki/%C7%A6
u,CyrillTrans,Phonemic,u,
r,CyrillTrans,Phonemic,r,
z,CyrillTrans,Phonemic,z,
a,CyrillTrans,Phonemic,a,
q,CyrillTrans,Phonemic,c,https://en.wiktionary.org/wiki/%D0%BA%D1%8C
s,CyrillTrans,Phonemic,s,
k̄,CyrillTrans,Phonemic,qʼ,https://en.wikipedia.org/wiki/Ka_with_stroke
i,CyrillTrans,Phonemic,i,
k,CyrillTrans,Phonemic,k,
č,CyrillTrans,Phonemic,t͡ʃ,
’,CyrillTrans,Phonemic,’,diacritic present in language
ʷ,CyrillTrans,Phonemic,ʷ,в coded as labialization
b,CyrillTrans,Phonemic,b,
š,CyrillTrans,Phonemic,ʃ,
l,CyrillTrans,Phonemic,l,
m,CyrillTrans,Phonemic,m,
y,CyrillTrans,Phonemic,j,
w,CyrillTrans,Phonemic,w,
t,CyrillTrans,Phonemic,t,
ʕ,CyrillTrans,Phonemic,ʕ,
d,CyrillTrans,Phonemic,d,
e,CyrillTrans,Phonemic,e,
x̌,CyrillTrans,Phonemic,x,from UCLA phonetics http://archive.phonetics.ucla.edu/Language/AGX/agx_word-list_0000_01.html eg ħarxas / x̌as
n,CyrillTrans,Phonemic,n,
x,CyrillTrans,Phonemic,x,
t̄,CyrillTrans,Phonemic,tː,https://en.wikipedia.org/wiki/Tabasaran_language
ǯ,CyrillTrans,Phonemic,d͡ʒ, cyrillic дж
p,CyrillTrans,Phonemic,p,
c,CyrillTrans,Phonemic,t͡s, cyrillic ц
h,CyrillTrans,Phonemic,ħ, according to UCLA phonetics http://archive.phonetics.ucla.edu/Language/AGX/agx_word-list_0000_01.html
f,CyrillTrans,Phonemic,f,
q̄,CyrillTrans,Phonemic,qː,
o,CyrillTrans,Phonemic,o,
ʔ,CyrillTrans,Phonemic,ʔ,
ˤ,CyrillTrans,Phonemic,ˤ,pharyngealization
g,CyrillTrans,Phonemic,g,
ä,CyrillTrans,Phonemic,ä,
ü,CyrillTrans,Phonemic,ä,
č̄,CyrillTrans,Phonemic,tʃːʰ,from tabasaran https://en.wikipedia.org/wiki/Tabasaran_language cyrillic чч
ž,CyrillTrans,Phonemic,ʒ, cyrillic ж
s̄,CyrillTrans,Phonemic,sː,cyrillic сс
p̄,CyrillTrans,Phonemic,pː,
ħ,CyrillTrans,Phonemic,ħ,
ʲ,CyrillTrans,Phonemic,ʲ,palatalized
