value,transcription,alt_transcription,IPA,Comment
i,Phonemic,NA,i,
k,Phonemic,NA,k,
o,Phonemic,NA,o,
r,Phonemic,NA,ɾ,
b,Phonemic,NA,b,
ɨ,Phonemic,NA,ɨ,
n,Phonemic,NA,n,
a,Phonemic,NA,a,
š,Phonemic,NA,ʃ,
č,Phonemic,NA,tʃ,
ẽ,Phonemic,NA,ẽ,
m,Phonemic,NA,m,
t,Phonemic,NA,t,
d,Phonemic,NA,d,
y,Phonemic,NA,j,
ǰ,Phonemic,NA,ʒ,
p,Phonemic,NA,p,
ʔ,Phonemic,NA,ʔ,
e,Phonemic,NA,e,
w,Phonemic,NA,w,
ɨ̃,Phonemic,NA,ɨ̃,
ŋ,Phonemic,NA,ŋ,
ɲ,Phonemic,NA,ɲ,
s,Phonemic,NA,s,
õ,Phonemic,NA,õ,
h,Phonemic,NA,h,
ĩ,Phonemic,NA,ĩ,
v,Phonemic,NA,v,loan from portuguese uva
ã,Phonemic,NA,ã,
u,Phonemic,NA,u,
ž,Phonemic,NA,ʒ,loan from portuguese hielo
l,Phonemic,NA,l,
D,Phonemic,NA,d,upper case because its god (Deus)
