value,transcription,alt_transcription,IPA,Comment
i,Phonemic,NA,i,
y,Phonemic,NA,j,
a,Phonemic,NA,a,
h,Phonemic,NA,h,
ʔ,Phonemic,NA,ʔ,
e,Phonemic,NA,e,
n̥,Phonemic,NA,n̥,
m,Phonemic,NA,m,
t,Phonemic,NA,t,
r,Phonemic,NA,r,
u,Phonemic,NA,u,
ɲ̥,Phonemic,NA,ɲ̥,
p,Phonemic,NA,p,
n,Phonemic,NA,n,
ŋ,Phonemic,NA,ŋ,
s,Phonemic,NA,s,
g,Phonemic,NA,g,
o,Phonemic,NA,o,
d,Phonemic,NA,d,
k,Phonemic,NA,k,
ĩ,Phonemic,NA,ĩ,
ũ,Phonemic,NA,ũ,
ã,Phonemic,NA,ã,
l,Phonemic,NA,l,
ñ̥,Phonemic,NA,ŋ,
m̥,Phonemic,NA,m̥,
č,Phonemic,NA,tʃ,
ɲ,Phonemic,NA,ɲ,
b,Phonemic,NA,b,
ẽ,Phonemic,NA,ẽ,
õ,Phonemic,NA,õ,
ʷ,Phonemic,NA,ʷ,
G,Phonemic,NA,g,
D,Phonemic,NA,d,
