value,transcription,alt_transcription,IPA,Comment
k,Phonemic,NA,k,
ɨ,Phonemic,NA,ɨ,
t,Phonemic,NA,t,
m,Phonemic,NA,m,
a,Phonemic,NA,a,
h,Phonemic,NA,h,
ɲ,Phonemic,NA,ɲ,
e,Phonemic,NA,e,
š,Phonemic,NA,ʃ,
i,Phonemic,NA,i,
y,Phonemic,NA,j,
n,Phonemic,NA,n,
o,Phonemic,NA,o,
č,Phonemic,NA,tʃ,
r,Phonemic,NA,ɾ,http://www.linguistics.berkeley.edu/~saphon/en/inv/Waiwai.html
w,Phonemic,NA,w,
u,Phonemic,NA,u,
Φ,Phonemic,NA,ɸ,
s,Phonemic,NA,s,
p,Phonemic,NA,p,
r̃,Phonemic,NA,ɺ,http://www.linguistics.berkeley.edu/~saphon/en/inv/Waiwai.html
b,Phonemic,NA,b,
