value,transcription,alt_transcription,IPA,Comment
w,Phonemic,NA,w,
a,Phonemic,NA,a,
ʔ,Phonemic,NA,ʔ,
e,Phonemic,NA,e,
y,Phonemic,NA,j,
o,Phonemic,NA,o,
m,Phonemic,NA,m,
t,Phonemic,NA,t,
l,Phonemic,NA,l,
ḳ,Phonemic,NA,q,Wagayaq in http://www.native-languages.org/mocovi_words.htm waʁayaḳ in IDS  http://www.native-languages.org/mocovi_guide.htm
d,Phonemic,NA,d,
k,Phonemic,NA,k,
s,Phonemic,NA,s,
n,Phonemic,NA,n,
r,Phonemic,NA,ɾ,https://en.wikipedia.org/wiki/Mocov%C3%AD_language
i,Phonemic,NA,i,
ɲ,Phonemic,NA,ɲ,
ʁ,Phonemic,NA,ʁ,
g,Phonemic,NA,g,
h,Phonemic,NA,h,
č,Phonemic,NA,tʃ,
ʸ,Phonemic,NA,ʸ,
š,Phonemic,NA,ʃ,
p,Phonemic,NA,p,
ǰ,Phonemic,NA,dʒ,
