value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,t,
a,Phonemic,NA,a,
ŋ,Phonemic,NA,ŋ,
0,Phonemic,NA,1,
11,Phonemic,NA,2,
24,Phonemic,NA,3,
31,Phonemic,NA,4,
33,Phonemic,NA,5,
34,Phonemic,NA,6,
37,Phonemic,NA,7,
54,Phonemic,NA,8,
55,Phonemic,NA,9,
56,Phonemic,NA,10,
q,Phonemic,NA,q,
o,Phonemic,NA,o,
i,Phonemic,NA,i,
ś,Phonemic,NA,ɕ,from https://abvd.shh.mpg.de/austronesian/language.php?id=693
u,Phonemic,NA,u,
:,Phonemic,NA,ː,
m,Phonemic,NA,m,
n,Phonemic,NA,n,
k,Phonemic,NA,k,
ɔ,Phonemic,NA,ɔ,
v,Phonemic,NA,v,
h,Phonemic,NA,h,
p,Phonemic,NA,p,
ʔ,Phonemic,NA,ʔ,
d,Phonemic,NA,d,
j,Phonemic,NA,j,
ə,Phonemic,NA,ə,
c,Phonemic,NA,c,
w,Phonemic,NA,w,
ń,Phonemic,NA,ȵ,from https://abvd.shh.mpg.de/austronesian/language.php?id=693
ɛ,Phonemic,NA,ɛ,
l,Phonemic,NA,l,
δ,Phonemic,NA,ð,
ʒ,Phonemic,NA,ʒ,
e,Phonemic,NA,e,
ɨ,Phonemic,NA,ɨ,
f,Phonemic,NA,f,
b,Phonemic,NA,b,
g,Phonemic,NA,g,
r,Phonemic,NA,r,
ϑ,Phonemic,NA,θ,
z,Phonemic,NA,z,
I,Phonemic,NA,i,
