value,transcription,alt_transcription,IPA,Comment
t̪,Phonemic,Standard,t̪,
ʰ,Phonemic,Standard,ʰ,
a,Phonemic,Standard,a,
ː,Phonemic,Standard,ː,
m,Phonemic,Standard,m,
b,Phonemic,Standard,b,
v,Phonemic,Standard,v,
ɳ,Phonemic,Standard,ɳ,
e,Phonemic,Standard,e,
s,Phonemic,Standard,s,
p,Phonemic,Standard,p,
k,Phonemic,Standard,k,
r,Phonemic,Standard,r,
n̪,Phonemic,Standard,n̪,
ɕ,Phonemic,Standard,ɕ,
ʈ,Phonemic,Standard,ʈ,
ʱ,Phonemic,Standard,ʱ,
u,Phonemic,Standard,u,
i,Phonemic,Standard,i,
h,Phonemic,Standard,ɦ,https://en.wikipedia.org/wiki/Marathi_phonology
o,Phonemic,Standard,o,
j,Phonemic,Standard,j,
d̪,Phonemic,Standard,d̪,
ɭ,Phonemic,Standard,ɭ,
d,Phonemic,Standard,d,
ʒ,Phonemic,Standard,ʒ,
ɖ,Phonemic,Standard,ɖ,
g,Phonemic,Standard,g,
l,Phonemic,Standard,l,
t,Phonemic,Standard,t,
ʃ,Phonemic,Standard,ʃ,
ɔ,Phonemic,Standard,ɔ,
ɪ,Phonemic,Standard,ɪ,
ʂ,Phonemic,Standard,ʂ,
ɛ,Phonemic,Standard,ɛ,
ŋ,Phonemic,Standard,ŋ,
n,Phonemic,Standard,n,
y,Phonemic,Standard,j,
ʧ,Phonemic,Standard,ʧ,
w,Phonemic,Standard,w,
Į,Phonemic,Standard,i,
ʤ,Phonemic,Standard,ʤ,
