value,transcription,alt_transcription,IPA,Comment
# https://en.wikipedia.org/wiki/Romanization_of_Telugu
# RTS represents short vowels by the lower case English character and long vowels by the corresponding upper case character: అ = a, ఆ = A; etc.
# Unaspirated consonant-vowel pairs are represented by a lower case letter followed by a suitable vowel.
# https://web.cs.ucdavis.edu/~vemuri/Grammar/2.%20RTS.pdf for reference
e,Phonemic,NA,e,
D,Phonemic,NA,ɖ,డ
a,Phonemic,NA,a,
t,Phonemic,NA,t,
i,Phonemic,NA,i,
y,Phonemic,NA,j,
u,Phonemic,NA,u,
g,Phonemic,NA,g,
p,Phonemic,NA,p,
o,Phonemic,NA,o,
l,Phonemic,NA,l,
w,Phonemic,NA,w,
r,Phonemic,NA,r,
m,Phonemic,NA,m,
n,Phonemic,NA,n,
c,Phonemic,NA,tʃ,
k,Phonemic,NA,k,
s,Phonemic,NA,s,
N,Phonemic,NA,ɳ,
d,Phonemic,NA,d,
b,Phonemic,NA,b,
h,Phonemic,NA,h,
T,Phonemic,NA,ʈ,
ś,Phonemic,NA,ɕ,
E,Phonemic,NA,eː,
j,Phonemic,NA,dʒ,
ṛ,Phonemic,NA,ɾ,
L,Phonemic,NA,ɭ,
S,Phonemic,NA,ʂ,
M,Phonemic,NA,m,
v,Phonemic,NA,v,
:,Phonemic,NA,ː,
V,Phonemic,NA,v,
W,Phonemic,NA,w,
K,Phonemic,NA,k,
A,Phonemic,NA,aː,
ñ,Phonemic,NA,ɲ,
G,Phonemic,NA,g,
O,Phonemic,NA,oː,
