value,transcription,alt_transcription,IPA,Comment
j,phonetic,NA,j,
u,phonetic,NA,u,
t,phonetic,NA,t,
A,phonetic,NA,1,
h,phonetic,NA,h,
ɔ,phonetic,NA,ɔ,
:,phonetic,NA,ː,
C,phonetic,NA,2,
ə,phonetic,NA,ə,
c,phonetic,NA,c,
p,phonetic,NA,p,
ʔ,phonetic,NA,ʔ,
o,phonetic,NA,o,
n,phonetic,NA,n,
r,phonetic,NA,r,
m,phonetic,NA,m,
e,phonetic,NA,e,
w,phonetic,NA,w,
ŋ,phonetic,NA,ŋ,
i,phonetic,NA,i,
ɛ,phonetic,NA,ɛ,
k,phonetic,NA,k,
a,phonetic,NA,a,
l,phonetic,NA,l,
ɨ,phonetic,NA,ɨ,
s,phonetic,NA,s,
B,phonetic,NA,3,
b,phonetic,NA,b,
D,phonetic,NA,4,
d,phonetic,NA,d,
ń,phonetic,NA,n,
f,phonetic,NA,f,
v,phonetic,NA,v,marks an addition +veget for soup
g,phonetic,NA,g,marks an addition +veget for soup
ĳ,phonetic,NA,ij,
