value,transcription,alt_transcription,IPA,Comment
ʔ,Phonemic,NA,ʔ,
a,Phonemic,NA,ɑ,https://en.wikipedia.org/wiki/Seri_language#Phonology
k,Phonemic,NA,k,
i,Phonemic,NA,i,
χ,Phonemic,NA,χ,
š,Phonemic,NA,ʃ,
m,Phonemic,NA,m,
t,Phonemic,NA,t,
ʷ,Phonemic,NA,ʷ,
y,Phonemic,NA,j,
ā,Phonemic,NA,ɑː,
Φ,Phonemic,NA,ɸ,
p,Phonemic,NA,p,
x,Phonemic,NA,x,
o,Phonemic,NA,o,
ī,Phonemic,NA,iː,
n,Phonemic,NA,n,
s,Phonemic,NA,s,
æ,Phonemic,NA,æ,
ɬ,Phonemic,NA,ɬ,
ǣ,Phonemic,NA,æː
ō,Phonemic,NA,oː,
ř,Phonemic,NA,r,
l,Phonemic,NA,l,
r,Phonemic,NA,ɾ,
e,Phonemic,NA,e,
ǎ,Phonemic,NA,ɑ,
C,Phonemic,NA,k,https://starling.rinet.ru/cgi-bin/response.cgi?root=new100&morpho=0&basename=new100\hok\ser&limit=-1  k=i -Cī in IDS
