value,transcription,alt_transcription,IPA,Comment
ǰ,Phonemic,NA,dʒ,https://en.wikipedia.org/wiki/J%CC%8C
a,Phonemic,NA,a,
p,Phonemic,NA,p,
o,Phonemic,NA,o,
e,Phonemic,NA,e,
m,Phonemic,NA,m,
k,Phonemic,NA,k,
r,Phonemic,NA,r,
ã,Phonemic,NA,ã,nasalized https://en.wikipedia.org/wiki/Ach%C3%A9_language
ĩ,Phonemic,NA,ĩ,
õ,Phonemic,NA,õ,
y,Phonemic,NA,j,https://en.wikipedia.org/wiki/Ach%C3%A9_language
d,Phonemic,NA,d,
ɨ,Phonemic,NA,ɨ,part of ache inventory https://en.wikipedia.org/wiki/Ach%C3%A9_language
w,Phonemic,NA,w,
g,Phonemic,NA,g,
i,Phonemic,NA,i,
b,Phonemic,NA,b,
č,Phonemic,NA,t͡ʃ,https://en.wikipedia.org/wiki/%C4%8C
u,Phonemic,NA,u,
ʔ,Phonemic,NA,ʔ,
ẽ,Phonemic,NA,ẽ,nasalized
t,Phonemic,NA,t,
n,Phonemic,NA,n,
ũ,Phonemic,NA,ũ,nasalized
h,Phonemic,NA,h,
j,Phonemic,NA,j,
ɨ̃,Phonemic,NA,ɨ̃,nasalized
