value,transcription,alt_transcription,IPA,Comment
o,Phonemic,NA,o,
e,Phonemic,NA,e,
p,Phonemic,NA,p,
a,Phonemic,NA,a,
x,Phonemic,NA,χ,jj https://archive.org/details/rosettaproject_ese_ortho-1 https://pisatahua.org/wp-content/uploads/2019/07/Ese-Ejja-Dictionary.pdf
k,Phonemic,NA,k,
ʔ,Phonemic,NA,ʔ,
i,Phonemic,NA,i,
š,Phonemic,NA,ʃ,
n,Phonemic,NA,n,
ʷ,Phonemic,NA,ʷ,
h,Phonemic,NA,h,
ɓ,Phonemic,NA,b↓,ingressive https://pisatahua.org/wp-content/uploads/2019/07/Ese-Ejja-Dictionary.pdf
s,Phonemic,NA,s,
y,Phonemic,NA,j,
b,Phonemic,NA,b,
t,Phonemic,NA,t,
m,Phonemic,NA,m,
w,Phonemic,NA,w,
č,Phonemic,NA,tʃ,
l,Phonemic,NA,l,
ɲ,Phonemic,NA,ɲ,
ɗ,Phonemic,NA,d↓,ingressive https://pisatahua.org/wp-content/uploads/2019/07/Ese-Ejja-Dictionary.pdf
d,Phonemic,NA,d,
r,Phonemic,NA,r,
