value,transcription,alt_transcription,IPA,Comment
m,Phonemic,NA,,
i,Phonemic,NA,,
c̷,Phonemic,NA,ts,based on other languages of the same author http://linguistics.berkeley.edu/~saphon/en/inv/Araona.html and use as phoneme in araona
č,Phonemic,NA,tʃ,
a,Phonemic,NA,a,
n,Phonemic,NA,n,
p,Phonemic,NA,p,
o,Phonemic,NA,o,
e,Phonemic,NA,e,
t,Phonemic,NA,t,
h,Phonemic,NA,h,
w,Phonemic,NA,w,
š,Phonemic,NA,ʃ,
k,Phonemic,NA,k,
z,Phonemic,NA,z,
b,Phonemic,NA,b,
d,Phonemic,NA,d,
l,Phonemic,NA,l,
ʷ,Phonemic,NA,ʷ,
s,Phonemic,NA,s,
c,Phonemic,NA,ts,appears only once assuming its a c̷
y,Phonemic,NA,j,
ɲ,Phonemic,NA,ɲ,
ǰ,Phonemic,NA,dʒ,only phoneme from http://linguistics.berkeley.edu/~saphon/en/inv/Araona.html not represented more directly and it coincides with other transcriptions
f,Phonemic,NA,f,loan word from spanish
r,Phonemic,NA,ɾ,loan word from spanish
