value,transcription,alt_transcription,IPA,Comment
412,phonetic,NA,1,
51,phonetic,NA,2,
55,phonetic,NA,3,
ʒ́,phonetic,NA,ʒ,
â,phonetic,NA,a,
ŋ,phonetic,NA,ŋ,
k,phonetic,NA,k,
h,phonetic,NA,h,
i,phonetic,NA,i,
a,phonetic,NA,a,
ə,phonetic,NA,ə,
ʌ,phonetic,NA,ʌ,
n,phonetic,NA,n,
s,phonetic,NA,s,
t,phonetic,NA,t,
u,phonetic,NA,u,
p,phonetic,NA,p,
m,phonetic,NA,m,
l,phonetic,NA,l,
d,phonetic,NA,d,
ɛ,phonetic,NA,ɛ,
c,phonetic,NA,c,
ɔ,phonetic,NA,ɔ,
v,phonetic,NA,v,
ʔ,phonetic,NA,ʔ,
r,phonetic,NA,r,
b,phonetic,NA,b,
e,phonetic,NA,e,
ɨ,phonetic,NA,ɨ,
o,phonetic,NA,o,
g,phonetic,NA,g,
ç,phonetic,NA,ç,
j,phonetic,NA,j,
f,phonetic,NA,f,
ń,phonetic,NA,ɲ,
ć,phonetic,NA,tɕ,following other transcriptions by same author
x,phonetic,NA,x,
ṣ,phonetic,NA,s,
