value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,t,
s,Phonemic,NA,s,
a,Phonemic,NA,a,
y,Phonemic,NA,j,
d,Phonemic,NA,d,
k,Phonemic,NA,k,
g,Phonemic,NA,g,
m,Phonemic,NA,m,
ˀ,Phonemic,NA,ˀ,
r,Phonemic,NA,r,
h,Phonemic,NA,h,
e,Phonemic,NA,e,
ɗ,Phonemic,NA,ɗ,
o,Phonemic,NA,o,
f,Phonemic,NA,f,
u,Phonemic,NA,u,
i,Phonemic,NA,i,
n,Phonemic,NA,n,
z,Phonemic,NA,z,
l,Phonemic,NA,l,
c,Phonemic,NA,tʃ,
b,Phonemic,NA,b,
ɓ,Phonemic,NA,ɓ,
j,Phonemic,NA,ʒ,https://en.wikipedia.org/wiki/Hausa_language#Consonants
w,Phonemic,NA,w,
ʔ,Phonemic,NA,ʔ,
r̃,Phonemic,NA,r,
ī,Phonemic,NA,iː,
ā,Phonemic,NA,aː,
A,Phonemic,NA,a,concepts related to god
L,Phonemic,NA,l,same as A and weekdays
T,Phonemic,NA,t,weekday
J,Phonemic,NA,ʒ,same as A
S,Phonemic,NA,s,saturday
U,Phonemic,NA,u,god
W,Phonemic,NA,w,hell
