value,transcription,alt_transcription,IPA,Comment
n,Phonemic,NA,n,
e,Phonemic,NA,e,
y,Phonemic,NA,j,
a,Phonemic,NA,a,
c̷,Phonemic,NA,ts,
k,Phonemic,NA,kʰ,https://en.wikipedia.org/wiki/Tlingit_language
ʷ,Phonemic,NA,ʷ,
w,Phonemic,NA,w,
oo,Phonemic,NA,uː,added because oo is the real segment https://omniglot.com/writing/tlingit.htm
t,Phonemic,NA,t,
l,Phonemic,NA,ɬ,https://omniglot.com/writing/tlingit.htm
g,Phonemic,NA,k,https://en.wikipedia.org/wiki/Tlingit_language
š,Phonemic,NA,ʃ,
í,Phonemic,NA,í,https://omniglot.com/writing/tlingit.htm
i,Phonemic,NA,i,
ú,Phonemic,NA,ú,
d͜z,Phonemic,NA,d͜z,z only appears as part of this cluster
č,Phonemic,NA,tʃ,
ˀ,Phonemic,NA,ˀ,
é,Phonemic,NA,e,https://omniglot.com/writing/tlingit.htm
s,Phonemic,NA,s,
u,Phonemic,NA,u,
x̣,Phonemic,NA,χ,
d,Phonemic,NA,d,
ḳ,Phonemic,NA,q,https://omniglot.com/writing/tlingit.htm
á,Phonemic,NA,á,
x,Phonemic,NA,x,
h,Phonemic,NA,h,
g̣,Phonemic,NA,k,https://omniglot.com/writing/tlingit.htm
ǰ,Phonemic,NA,tʃʰ,https://omniglot.com/writing/tlingit.htm see j vs ch
ó,Phonemic,NA,ó,
ʔ,Phonemic,NA,ʔ,
D,Phonemic,NA,d,
