value,transcription,alt_transcription,IPA,Comment
δ,Phonemic,NA,ð,
a,Phonemic,NA,a,
ŋ,Phonemic,NA,ŋ,
11,Phonemic,NA,1,
n,Phonemic,NA,n,
32,Phonemic,NA,2,
33,Phonemic,NA,3,
31,Phonemic,NA,4,
55,Phonemic,NA,5,
24,Phonemic,NA,6
53,Phonemic,NA,7,
0,Phonemic,NA,8,
4,Phonemic,NA,9,
k,Phonemic,NA,k,
h,Phonemic,NA,h,
:,Phonemic,NA,ː,
i,Phonemic,NA,i,
s,Phonemic,NA,s,
I,Phonemic,NA,ɪ,
t,Phonemic,NA,t,
ɔ,Phonemic,NA,ɔ,
c,Phonemic,NA,c,
ʔ,Phonemic,NA,ʔ,
d,Phonemic,NA,d,
ɛ,Phonemic,NA,ɛ,
o,Phonemic,NA,o,
p,Phonemic,NA,p,
j,Phonemic,NA,j,
ϑ,Phonemic,NA,θ,
e,Phonemic,NA,e,
b,Phonemic,NA,b,
u,Phonemic,NA,u,
l,Phonemic,NA,l,
ń,Phonemic,NA,ȵ,IDS ńak.55 ABVD ȵiak55 
m,Phonemic,NA,m,
ə,Phonemic,NA,ə,
ś,Phonemic,NA,ɕ,https://abvd.shh.mpg.de/austronesian/language.php?id=693
ʒ,Phonemic,NA,ʒ,
f,Phonemic,NA,f,
ɨ,Phonemic,NA,ɨ,
v,Phonemic,NA,v,
y,Phonemic,NA,j,
w,Phonemic,NA,w,
q,Phonemic,NA,q,
