value,transcription,alt_transcription,IPA,Comment
n,Phonemic,NA,n,
e,Phonemic,NA,e,
ŋ,Phonemic,NA,ŋ,
l,Phonemic,NA,l,
w,Phonemic,NA,w,
a,Phonemic,NA,a,
t,Phonemic,NA,t,
s,Phonemic,NA,s,
k,Phonemic,NA,k,
m,Phonemic,NA,m,
ɬ,Phonemic,NA,ɬ,
ʔ,Phonemic,NA,ʔ,
p,Phonemic,NA,p,
h,Phonemic,NA,h,
o,Phonemic,NA,o,
y,Phonemic,NA,j,
ˀ,Phonemic,NA,ˀ,
i,Phonemic,NA,i,
u,Phonemic,NA,u,
r,Phonemic,NA,ɾ,only in spanish loan words
v,Phonemic,NA,v,only in spanish loan words
d,Phonemic,NA,d,only in spanish loan words
x,Phonemic,NA,x,
č,Phonemic,NA,tʃ,
c,Phonemic,NA,tʃ,
T,Phonemic,NA,t,
