value,transcription,alt_transcription,IPA,Comment
k,Phonemic,NA,k,
a,Phonemic,NA,a,
c̷,Phonemic,NA,ts,
i,Phonemic,NA,i,
t,Phonemic,NA,t,
y,Phonemic,NA,j,
e,Phonemic,NA,e,
h,Phonemic,NA,h,
u,Phonemic,NA,u,
ľ,Phonemic,NA,ɺ,https://en.wikipedia.org/wiki/Yavitero_language
n,Phonemic,NA,n,
ľ̥,Phonemic,NA,ɺ̥,https://en.wikipedia.org/wiki/Yavitero_language
w,Phonemic,NA,w,
p,Phonemic,NA,p,
l,Phonemic,NA,l,
o,Phonemic,NA,o,
r,Phonemic,NA,ɾ,
s,Phonemic,NA,s,
g,Phonemic,NA,g,
m,Phonemic,NA,m,
d,Phonemic,NA,d,
r̃,Phonemic,NA,r,loan words with spanish rolling r
f,Phonemic,NA,f,
b,Phonemic,NA,b,
ľ̥,Phonemic,NA,l,
č,Phonemic,NA,tʃ,
ɲ,Phonemic,NA,ɲ,
d͜z,Phonemic,NA,d͜z,
l̥,Phonemic,NA,ɺ̥,
N,Phonemic,NA,n,
