wals_code,iso_code,IDS_NAME,glottocode,Name,latitude,longitude,genus,family,macroarea,countrycodes,1A Consonant Inventories,2A Vowel Quality Inventories,3A Consonant-Vowel Ratio,4A Voicing in Plosives and Fricatives,5A Voicing and Gaps in Plosive Systems,6A Uvular Consonants,7A Glottalized Consonants,8A Lateral Consonants,9A The Velar Nasal,10A Vowel Nasalization,11A Front Rounded Vowels,12A Syllable Structure,13A Tone,14A Fixed Stress Locations,15A Weight-Sensitive Stress,16A Weight Factors in Weight-Sensitive Stress Systems,17A Rhythm Types,18A Absence of Common Consonants,19A Presence of Uncommon Consonants,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,26A Prefixing vs. Suffixing in Inflectional Morphology,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,32A Systems of Gender Assignment,33A Coding of Nominal Plurality,34A Occurrence of Nominal Plurality,35A Plurality in Independent Personal Pronouns,36A The Associative Plural,37A Definite Articles,38A Indefinite Articles,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,46A Indefinite Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,49A Number of Cases,50A Asymmetrical Case-Marking,51A Position of Case Affixes,52A Comitatives and Instrumentals,53A Ordinal Numerals,54A Distributive Numerals,55A Numeral Classifiers,56A Conjunctions and Universal Quantifiers,57A Position of Pronominal Possessive Affixes,58A Obligatory Possessive Inflection,59A Possessive Classification,"60A Genitives, Adjectives and Relative Clauses",61A Adjectives without Nouns,62A Action Nominal Constructions,63A Noun Phrase Conjunction,64A Nominal and Verbal Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,71A The Prohibitive,72A Imperative-Hortative Systems,73A The Optative,74A Situational Possibility,75A Epistemic Possibility,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,78A Coding of Evidentiality,79A Suppletion According to Tense and Aspect,80A Verbal Number and Suppletion,"81A Order of Subject, Object and Verb",82A Order of Subject and Verb,83A Order of Object and Verb,"84A Order of Object, Oblique, and Verb",85A Order of Adposition and Noun Phrase,86A Order of Genitive and Noun,87A Order of Adjective and Noun,88A Order of Demonstrative and Noun,89A Order of Numeral and Noun,90A Order of Relative Clause and Noun,91A Order of Degree Word and Adjective,92A Position of Polar Question Particles,93A Position of Interrogative Phrases in Content Questions,94A Order of Adverbial Subordinator and Clause,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,98A Alignment of Case Marking of Full Noun Phrases,99A Alignment of Case Marking of Pronouns,100A Alignment of Verbal Person Marking,101A Expression of Pronominal Subjects,102A Verbal Person Marking,103A Third Person Zero of Verbal Person Marking,104A Order of Person Markers on the Verb,105A Ditransitive Constructions: The Verb 'Give',106A Reciprocal Constructions,107A Passive Constructions,108A Antipassive Constructions,109A Applicative Constructions,110A Periphrastic Causative Constructions,111A Nonperiphrastic Causative Constructions,112A Negative Morphemes,113A Symmetric and Asymmetric Standard Negation,114A Subtypes of Asymmetric Standard Negation,115A Negative Indefinite Pronouns and Predicate Negation,116A Polar Questions,117A Predicative Possession,118A Predicative Adjectives,119A Nominal and Locational Predication,120A Zero Copula for Predicate Nominals,121A Comparative Constructions,122A Relativization on Subjects,123A Relativization on Obliques,124A 'Want' Complement Subjects,125A Purpose Clauses,126A 'When' Clauses,127A Reason Clauses,128A Utterance Complement Clauses,129A Hand and Arm,130A Finger and Hand,131A Numeral Bases,132A Number of Non-Derived Basic Colour Categories,133A Number of Basic Colour Categories,134A Green and Blue,135A Red and Yellow,136A M-T Pronouns,137A N-M Pronouns,138A Tea,139A Irregular Negatives in Sign Languages,140A Question Particles in Sign Languages,141A Writing Systems,142A Para-Linguistic Usages of Clicks,143F Postverbal Negative Morphemes,90B Prenominal relative clauses,144Y The Position of Negative Morphemes in Object-Initial Languages,90C Postnominal relative clauses,144P NegSOV Order,144J SVNegO Order,144N Obligatory Double Negation in SOV languages,144S SOVNeg Order,144X Verb-Initial with Clause-Final Negative,"144A Position of Negative Word With Respect to Subject, Object, and Verb",90G Double-headed relative clauses,90E Correlative relative clauses,144V Verb-Initial with Preverbal Negative,144I SNegVO Order,144R SONegV Order,143B Obligatory Double Negation,144M Multiple Negative Constructions in SOV Languages,144U Double negation in verb-initial languages,144G Optional Double Negation in SVO languages,144K SVONeg Order,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,144F Obligatory Double Negation in SVO languages,90D Internally-headed relative clauses,144E Multiple Negative Constructions in SVO Languages,144D The Position of Negative Morphemes in SVO Languages,"81B Languages with two Dominant Orders of Subject, Object, and Verb",143E Preverbal Negative Morphemes,143C Optional Double Negation,90F Adjoined relative clauses,143A Order of Negative Morpheme and Verb,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,144O Optional Double Negation in SOV languages,144Q SNegOV Order,144L The Position of Negative Morphemes in SOV Languages,144H NegSVO Order,144C Languages with different word order in negative clauses,144T The Position of Negative Morphemes in Verb-Initial Languages,143G Minor morphological means of signaling negation,143D Optional Triple Negation,39B Inclusive/Exclusive Forms in Pama-Nyungan,137B M in Second Person Singular,136B M in First Person Singular,109B Other Roles of Applied Objects,10B Nasal Vowels in West Africa,25B Zero Marking of A and P Arguments,21B Exponence of Tense-Aspect-Mood Inflection,108B Productivity of the Antipassive Construction,130B Cultural Categories of Languages with Identity of 'Finger' and 'Hand',58B Number of Possessive Nouns,79B Suppletion in Imperatives and Hortatives
dga,dga,NA,sout2789,Dagaare,10.5,-2.666666667,Gur,Niger-Congo,Africa,BF GH,,,,,,,,,,1 Contrast present,,,,,,,,,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,1 Definite word distinct from demonstrative,"4 No indefinite, but definite article",,,,,,5 3rd person non-singular only,,,,2 No person marking,,,,,,,1 Absent,,,,,,,,,,,,,,,,,,,,,,,,,,2 SVO,1 SV,2 VO,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,,,,,3 VO and Postpositions,,4 VO and NAdj,,,1 Neutral,1 Obligatory pronouns in subject position,1 No person marking,1 No person marking,1 A and P do not or do not both occur on the verb,2 Double-object construction,,2 Absent,,,,,2 Negative particle,,,,,,,,,2 Exceed,,,,,,,,,,,,,,,,,2 Words derived from Min Nan Chinese te,,,,,4 None,,,,,7 No SVNegO,,,,2 SNegVO,,,,1 Word&NoDoubleNeg,,,,,,4 No SVONeg,3 Immed preverbal,,,,2 SNegVO,,1 NegV,,,1 NegV,,,,,4 No NegSVO,,,4 None,,,,,,3 two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) with nasal spreading,,,,,,
dgb,dag,NA,dagb1246,Dagbani,9.583333333,-0.5,Gur,Niger-Congo,Africa,GH,3 Average,2 Average (5-6),4 Moderately high,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,2 Contrast absent,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,3 Labial-velars,,,,,,,3 Weakly suffixing,,,,,,,2 Plural suffix,"6 All nouns, always obligatory",,,1 Definite word distinct from demonstrative,"4 No indefinite, but definite article",,,,,,,,2 Generic-noun-based,,,,,,,,,,,4 No possessive affixes,,,,,,,2 Differentiation,,,,,4 Mixed type,,,,,,,,,,,,2 SVO,1 SV,2 VO,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,2 Adjective-Degree word,,1 Initial interrogative phrase,,3 VO and Postpositions,,4 VO and NAdj,,,,1 Obligatory pronouns in subject position,,,,2 Double-object construction,,,,,,,2 Negative particle,,,,,,3 Mixed,1 Different,1 Impossible,2 Exceed,4 Gap,,2 Subject is expressed overtly,,,,,,,,,,,,,,,,,,,4 None,,,,,7 No SVNegO,,,,2 SNegVO,,,,1 Word&NoDoubleNeg,,,,,,4 No SVONeg,3 Immed preverbal,,,,2 SNegVO,,1 NegV,,,1 NegV,,,,,4 No NegSVO,,,4 None,,,,,,1 no nasal vs. oral vowel contrast,,,,,,
dgr,dta,NA,daur1238,Dagur,48,124,Mongolic,Altaic,Eurasia,CN,3 Average,3 Large (7-14),3 Average,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",2 No initial velar nasal,,3 High only,3 Complex,1 No tones,,,,,1 All present,1 None,,,,,,,2 Strongly suffixing,,,,,,,,"2 Only human nouns, optional",7 Person stem + pronominal plural affix,,,,,,,,,6 No gender distinctions,,,,2 No person marking,,,1 Case suffixes,2 Differentiation,,,,,2 Possessive suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,,,2 Inflectional optative absent,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,,2 Final,2 Not initial interrogative phrase,2 Final subordinator word,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,2 Accusative,,2 Only the A argument,2 No zero realization,1 A and P do not or do not both occur on the verb,,,1 Present,,,,2 Morphological but no compound,,,,1 Predicate negation also present,1 Question particle,,,,,,,,1 Subject is left implicit,,,,,,,,,,,,,,,,,,3 Other or none,4 None,1 Relative clause-Noun (RelN) dominant,,,,,,11 NoSOVNeg,,21 Other,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,14 Other NegV,,,,4 None,,,,,,,,,,,,
dah,dal,NA,daha1245,Dahalo,-2.333333333,40.5,Dahalo,Afro-Asiatic,Africa,KE,5 Large,2 Average (5-6),5 High,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,5 Ejectives and implosives,4 /l/ and lateral obstruent,,,1 None,,2 Simple tone system,,,,,1 All present,"6 Clicks, pharyngeals, and 'th'",,,,,,,,1 Productive full and partial reduplication,,,,,,,"6 All nouns, always obligatory",,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Double-object construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Words derived from Sinitic cha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddf,daj,NA,darf1239,Daju (Dar Fur),12.25,25.25,Daju,Eastern Sudanic,Africa,SD,3 Average,2 Average (5-6),3 Average,2 In plosives alone,2 None missing in /p t k b d g/,3 Uvular continuants only,3 Implosives only,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,1 No tones,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dak,dak,NA,dako1258,Dakota,45,-93.5,Core Siouan,Siouan,North America,US,,,,,,,,,,,,,,3 Second,8 Fixed stress (no weight-sensitivity),1 No weight,5 No rhythmic stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dam,mbp,NA,mala1522,Damana,11,-73.5,Arhuacic,Chibchan,South America,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,4 No possessive affixes,,,,,,,,,,,,,4 Second person number-neutral,3 Special imperative + normal negative,,,,,,,,,,7 No dominant order,1 SV,3 No dominant order,6 No dominant order,,,,,1 Numeral-Noun,,,,,,5 Other,5 Other,5 Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Identical,2 Different,1 Decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 SOV or SVO,,,,,,,,,,,,,,,,,,,,,,,,
dan,dnj,NA,dann1241,Dan,7.5,-8,Eastern Mande,Mande,Africa,LR GN CI,3 Average,3 Large (7-14),1 Low,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,3 Implosives only,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,3 Complex tone system,,,,,1 All present,3 Labial-velars,,,,,,,,,,,,,,7 Plural word,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,2 Final,2 Not initial interrogative phrase,,1 OV and Postpositions,2 OV and NRel,2 OV and NAdj,,,,,,,,,,,,,,,2 Negative particle,,,,1 Question particle,,,,,,,,,,,,,,,,1 3,1 3-4,3 Black/green/blue,2 Red/yellow,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,11 NoSOVNeg,,21 Other,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,14 Other NegV,,,,4 None,,,,,,,,,,,,
dbw,daf,NA,dann1241,Dan (Blowo),7.333333333,-8.166666667,Eastern Mande,Mande,Africa,CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Double-Possessive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dnw,daa,NA,dang1274,Dangaléat (Western),12.16666667,18.33333333,East Chadic,Afro-Asiatic,Africa,TD,3 Average,3 Large (7-14),3 Average,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,3 Implosives only,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dni,dni,NA,lowe1415,Dani (Lower Grand Valley),-4.333333333,138.8333333,Dani,Trans-New Guinea,Papunesia,ID,1 Small,3 Large (7-14),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",2 No initial velar nasal,,1 None,2 Moderately complex,1 No tones,7 Ultimate,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,1 All present,1 None,1 Exclusively concatenative,5 No case,4 6-7 categories per word,1 Head marking,3 Double marking,5 Inconsistent or other,2 Strongly suffixing,,1 No case marking,2 Syncretic,1 None,1 No gender,1 No gender,,,5 Person-number stem + pronominal plural affix,1 Associative same as additive plural,5 No definite or indefinite article,5 No definite or indefinite article,3 No inclusive/exclusive,3 No inclusive/exclusive,,,3 Related to remote demonstratives,6 No gender distinctions,1 No politeness distinction,,,3 Pronouns only,6 6-7 cases,2 Symmetrical,1 Case suffixes,2 Differentiation,,,,,1 Possessive prefixes,1 Exists,2 Two classes,,,,,,1 Grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Special imperative + special negative,1 Maximal system,2 Inflectional optative absent,1 Affixes on verbs,2 Affixes on verbs,2 Overlap for either possibility or necessity,2 Indirect only,4 Separate particle,4 None,1 None,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,,2 Noun-Demonstrative,,1 Noun-Relative clause,,6 No question particle,,5 Mixed,1 OV and Postpositions,2 OV and NRel,,4 Ergative - absolutive,4 Ergative - absolutive,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,2 No zero realization,3 P precedes A,,1 No reciprocals,2 Absent,3 No antipassive,3 Benefactive and other; both bases,,,2 Negative particle,3 Both,1 A/Fin,,2 Interrogative verb morphology,,,,,,4 Gap,,,3 Deranked,3 Deranked,2 Balanced/deranked,,,,,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,4 No NegSOV,,,1 Word&NoDoubleNeg,,8 SOVNeg,,,,,8 No SONegV,,,,,,4 Immed postverbal,,,,,,4 None,,,2 VNeg,,,4 No SNegOV,4 SOVNeg,,,,4 None,,,1 No m in second person singular,1 No m in first person singular,2 Locative,,2 Non-zero marking,1 monoexponential TAM,4 no antipassive,,1 None reported,5 None (= no suppletive imperatives reported in the reference material)
dsh,dan,Danish,dani1285,Danish,56,10,Germanic,Indo-European,Eurasia,DK,,,,,,,,,,,,,,1 No fixed stress,6 Combined: Right-edge and unbounded,4 Long vowel or coda consonant,,,,,,,,,,2 Strongly suffixing,,,,,,,2 Plural suffix,,,,3 Definite affix,1 Indefinite word distinct from 'one',,,,,,,2 Binary politeness distinction,,1 Identical,,,,1 Case suffixes,1 Identity,"7 First, second, three-th",,,,4 No possessive affixes,,,,,,,,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,1 Normal imperative + normal negative,4 Neither type of system,2 Inflectional optative absent,2 Verbal constructions,1 Verbal constructions,1 Overlap for both possibility and necessity,,,,,2 SVO,1 SV,2 VO,1 VOX,2 Prepositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,1 Noun-Relative clause,1 Degree word-Adjective,6 No question particle,1 Initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,3 VO and AdjN,,,,1 Obligatory pronouns in subject position,,,,,,,,,,,2 Negative particle,,,,4 Interrogative word order,,,,,,,,,,,,,2 Different,2 Different,2 Hybrid vigesimal-decimal,,,,,,,2 Words derived from Min Nan Chinese te,,,,2 Affective meanings,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,1 Word&NoDoubleNeg,,,,16 More than one position,,,,1 Word&NoDoubleNeg,,,,,,4 No SVONeg,,,,1 SNegVO/SVNegO,13 More than one construction,,1 NegV,,,6 Type 1 / Type 2,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,
dar,dry,NA,dara1250,Darai,24,84,Indic,Indo-European,Eurasia,NP,4 Moderately large,2 Average (5-6),4 Moderately high,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,1 No tones,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drg,dar,Dargwa,darg1241,Dargwa,42.25,47.41666667,Lak-Dargwa,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Plural suffix,"6 All nouns, always obligatory",7 Person stem + pronominal plural affix,2 Unique affixal associative plural,,,,,3 Three-way contrast,1 Identical,,,,,,,,,1 Case suffixes,,,2 Marked by reduplication,1 Absent,"3 Formally similar, with interrogative",4 No possessive affixes,,,6 Highly differentiated,2 Without marking,,,1 Identity,,,,,,,,,1 Inflectional optative present,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,,1 Numeral-Noun,2 Relative clause-Noun,,,,,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,,,,,,1 Indirect-object construction,,,,,,,,,,,,,,,,,,,1 Subject is left implicit,,,,,,,,,,,,,,,,,,,,1 Relative clause-Noun (RelN) dominant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dri,prs,NA,dari1249,Dari,35,66,Iranian,Indo-European,Eurasia,AF,,,,,,,,,,,,,,7 Ultimate,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,,,,,,,,,,1 Productive full and partial reduplication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drm,drd,NA,darm1243,Darma,30,79.75,Bodic,Sino-Tibetan,Eurasia,IN,,,,,,,,,,,,,,,,,,,,,,,,,,3 Weakly suffixing,,,,,,,7 Plural word,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,3 XOV,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,7 Mixed,1 Degree word-Adjective,1 Initial,2 Not initial interrogative phrase,,1 OV and Postpositions,5 Other,1 OV and AdjN,,,,,,,,,,,,,,,1 Negative affix,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,4 RelN or correlative,,,4 No NegSOV,,,11 NoSOVNeg,,20 MorphNeg,,2 Correlative or RelN,,,2 Prefix&NoDoubleNeg,,,,,,,,,,,,2 [Neg-V],,,3 [Neg-V],,,4 No SNegOV,5 SO[Neg-V],,,,4 None,,,,,,,,,,,,
dat,tcc,NA,dato1239,Datooga,-4.333333333,35.33333333,Nilotic,Eastern Sudanic,Africa,TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Absent,,,,,6 Highly differentiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daw,kwa,NA,daww1239,Dâw,-0.25,-67.08333333,Nadahup,Nadahup,South America,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Plural clitic,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,1 Numeral-Noun,,,,1 Initial interrogative phrase,,1 OV and Postpositions,,2 OV and NAdj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day,dai,NA,dayy1236,Day,8.75,17.83333333,Adamawa,Niger-Congo,Africa,TD,,,,,,,,,,1 Contrast present,,,,,,,,,,,,,,,,,,,,,,,7 Plural word,,,,1 Definite word distinct from demonstrative,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 SVO,1 SV,2 VO,,,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,,,,,4 VO and NRel,4 VO and NAdj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) without nasal spreading,,,,,,
def,afn,NA,defa1248,Defaka,4.583333333,7.5,Ijoid,Ijoid,Africa,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Three,2 Sex-based,2 Semantic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deg,deg,NA,dege1246,Degema,4.75,6.75,Edoid,Niger-Congo,Africa,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 All nouns, always obligatory",,,1 Definite word distinct from demonstrative,"4 No indefinite, but definite article",,,,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,2 SVO,1 SV,2 VO,,,,3 No dominant order,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,,,,,4 VO and NRel,5 Other,,,,,,,,,,,,,,,6 Double negation,2 Asymmetric,3 A/Cat,,,,,,,,4 Gap,,,,,,,,,,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,18 ObligDoubleNeg,,,,6 Prefix&OnlyWithAnotherNeg,,6 Negative tone & [Neg-V],,,,4 No SVONeg,,11 S[Neg-V]O&NegTone,,,14 ObligNeg,,2 [Neg-V],,,14 ObligDoubleNeg,,,,,4 No NegSVO,,,1 NegTone,,,,,,,,,,,,
dgx,ing,NA,dege1248,Degexit'an,62,-160,Athapaskan,Na-Dene,North America,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Different,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
den,dny,NA,deni1241,Dení,-6,-67,Arauan,Arauan,South America,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Absent,,,,,,,,,,,,,,,,,,,,,,2 Indirect only,2 Verbal affix or clitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
