ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,familyID,familyName,Morph+AC0-marker+AC0-Action,COMMENT,
827,Ahlao Th,NA,17.7655,104.229,aheu1239,thm,aust1305,Austroasiatic,FALSE,,
839,Mang Ch,NA,21.4305,102.133,mang1378,zng,aust1305,Austroasiatic,FALSE,,
172,Panare,NA,6.95035,+AC0-65.8483,enap1235,pbh,cari1283,Cariban,FALSE,,
228,Tlingit,NA,59.4447,+AC0-135.29,tlin1245,tli,atha1245,Athabaskan+AC0-Eyak+AC0-Tlingit,FALSE,,
247,Embera,NA,7.12761,+AC0-77.574,nort2972,emp,choc1280,Chocoan,FALSE,,
256,Siona,NA,0.31733,+AC0-76.0237,sion1247,snn,tuca1253,Tucanoan,TRUE,,
276,Tacana,NA,+AC0-13.3925,+AC0-68.0406,taca1256,tna,pano1259,Pano+AC0-Tacanan,FALSE,,
277,Cashibo,NA,+AC0-8.70232,+AC0-75.4206,cash1251,cbr,pano1259,Pano+AC0-Tacanan,TRUE,,
294,Kaing+//0Aw//9AKE-ng,NA,+AC0-27.7671,+AC0-52.5394,kain1272,kgp,nucl1710,Nuclear+AC0-Macro+AC0-Je,FALSE,,
312,G+//0Aw//9ALw-n+//0Aw//9ALw-na K+//0Aw//9ALw-ne,NA,+AC0-36.6376,+AC0-62.9413,puel1244,pue,puel1244,Puelche,TRUE,,
411,Nung+AC0-Fengshan,NA,23.6818,107.184,guib1244,zgn,taik1256,Tai+AC0-Kadai,FALSE,,
414,Zhuang+AC0-Longzhou,NA,21.8375,107.362,zuoj1238,zzj,taik1256,Tai+AC0-Kadai,FALSE,,
422,Langja Buyang,NA,23.0105,104.449,emab1235,yzg,taik1256,Tai+AC0-Kadai,FALSE,,
808,Rumai,NA,23.6404,97.3172,ruma1248,rbb,aust1305,Austroasiatic,FALSE,,
819,LiHa,NA,NA,NA,cuoi1242,hnu,aust1305,Austroasiatic,FALSE,,
213,Avestan,NA,31.541,53.633,aves1237,ave,indo1319,Indo+AC0-European,FALSE,,
710,Tibetan,NA,28.3681,90.1872,tibe1272,bod,sino1245,Sino+AC0-Tibetan,FALSE,,
815,Cuoi,NA,NA,NA,cuoi1242,hnu,aust1305,Austroasiatic,FALSE,,
412,Nung+AC0-Lazhai,NA,23.6818,107.184,guib1244,zgn,taik1256,Tai+AC0-Kadai,FALSE,,
840,Mang VN,NA,21.4305,102.133,mang1378,zng,aust1305,Austroasiatic, ,,
313,Qawasqar,NA,+AC0-49.703,+AC0-75.3756,qawa1238,alc,kawe1237,Kawesqar,FALSE,,
420,Lakkia,NA,24.1169,110.106,lakk1238,lbc,taik1256,Tai+AC0-Kadai,FALSE,,
275,Ese Ejja (Huarayo),NA,+AC0-11.7268,+AC0-67.515,esee1248,ese,pano1259,Pano+AC0-Tacanan,,,
407,Tai L+//0Aw//9ALw-,NA,21.0321,101.282,luuu1242,khb,taik1256,Tai+AC0-Kadai,FALSE,,
413,Nung+AC0-Ninbei,NA,20.8965,104.286,nung1283,nut,taik1256,Tai+AC0-Kadai,FALSE,,
800,Kme+AC0-2 (Kemie variety),NA,22.0743,100.842,manm1238,mml,aust1305,Austroasiatic,FALSE,,
802,Bulang+AC0-2,NA,22.0092,99.7405,blan1242,blr,aust1305,Austroasiatic,,,
805,Xu,NA,22.0163,100.881,huuu1240,huo,aust1305,Austroasiatic,FALSE,,
293,Canela,NA,+AC0-6.10712,+AC0-45.1299,cane1242,ram,nucl1710,Nuclear+AC0-Macro+AC0-Je,FALSE,,
423,Ecun Buyang,NA,23.0105,104.449,lang1316,yln,taik1256,Tai+AC0-Kadai,FALSE,,
809,Prai,NA,19.4306,101.021,pray1239,pry,book1242,Bookkeeping,,,
261,Baure,NA,+AC0-13.1278,+AC0-64.1838,baur1253,brg,araw1281,Arawakan,FALSE,,
405,Dehong,NA,21.7837,99.722,tain1252,tdd,taik1256,Tai+AC0-Kadai,FALSE,,
425,Qau Kelao,NA,26.155438,106.16455,qaua1234,gqu,taik1256,Tai+AC0-Kadai,FALSE,,
242,Bar+//0Aw//9AK0-,NA,9.08497,+AC0-72.9353,bari1297,mot,chib1249,Chibchan,FALSE,,
264,Mashco Piro,NA,+AC0-11.4745,+AC0-70.7953,mash1270,cuj,araw1281,Arawakan,TRUE,,
286,Pacaas Novos,NA,+AC0-10.6995,+AC0-64.5615,wari1268,pav,chap1271,Chapacuran,FALSE,,
232,Upper Chehalis,NA,46.7981,+AC0-123.169,uppe1439,cjh,sali1255,Salishan,FALSE,,
817,Hanoi Vn,NA,10.5,106.5,nort2683,vie,aust1305,Austroasiatic,FALSE,,
319,Ossetic,NA,41.7882,43.2674,osse1243,oss,indo1319,Indo+AC0-European,TRUE,,
171,French,NA,48,2,stan1290,fra,indo1319,Indo+AC0-European,FALSE,"NOTE that because its pronunciations, the marker is not as obvious as youd think",
177,Catalan,NA,41.8983,3.39375,stan1289,cat,indo1319,Indo+AC0-European,TRUE,,
178,Portuguese,NA,39.91,+AC0-8.1,port1283,por,indo1319,Indo+AC0-European,TRUE,,
179,Romanian,NA,46.3913,24.2256,roma1327,ron,indo1319,Indo+AC0-European,FALSE,,
187,Swedish,NA,59.800634,17.389526,swed1254,swe,indo1319,Indo+AC0-European,TRUE,,
191,Dutch,NA,52,5,dutc1256,nld,indo1319,Indo+AC0-European,TRUE,,
194,German,NA,48.649,12.4676,stan1295,deu,indo1319,Indo+AC0-European,TRUE,,
203,Polish,NA,51.8439,18.6255,poli1260,pol,indo1319,Indo+AC0-European,TRUE,,
170,Italian,NA,43.0464,12.6489,ital1282,ita,indo1319,Indo+AC0-European,TRUE,,
186,Danish,NA,54.8655,9.36284,dani1285,dan,indo1319,Indo+AC0-European,TRUE,,
190,English,NA,53,+AC0-1,stan1293,eng,indo1319,Indo+AC0-European,FALSE,,
