value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
h,Phonemic,NA,,
a,Phonemic,NA,,
:,Phonemic,NA,,
.,Phonemic,NA,,
9,Phonemic,NA,,
 ,Phonemic,NA,,
s,Phonemic,NA,,
u,Phonemic,NA,,
2,Phonemic,NA,,
e,Phonemic,NA,,
m,Phonemic,NA,,
ɛ,Phonemic,NA,,
n,Phonemic,NA,,
4,Phonemic,NA,,
8,Phonemic,NA,,
ŋ,Phonemic,NA,,
1,Phonemic,NA,,
k,Phonemic,NA,,
p,Phonemic,NA,,
7,Phonemic,NA,,
o,Phonemic,NA,,
c,Phonemic,NA,,
ə,Phonemic,NA,,
3,Phonemic,NA,,
i,Phonemic,NA,,
6,Phonemic,NA,,
ʔ,Phonemic,NA,,
j,Phonemic,NA,,
v,Phonemic,NA,,
x,Phonemic,NA,,
ɔ,Phonemic,NA,,
l,Phonemic,NA,,
5,Phonemic,NA,,
ɨ,Phonemic,NA,,
/,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
g,Phonemic,NA,,
f,Phonemic,NA,,
ḳ,Phonemic,NA,,
[,Phonemic,NA,,
