value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
e,Phonemic,NA,,
r,Phonemic,NA,,
m,Phonemic,NA,,
i,Phonemic,NA,,
n,Phonemic,NA,,
a,Phonemic,NA,,
d,Phonemic,NA,,
s,Phonemic,NA,,
c,Phonemic,NA,,
b,Phonemic,NA,,
f,Phonemic,NA,,
l,Phonemic,NA,,
z,Phonemic,NA,,
u,Phonemic,NA,,
p,Phonemic,NA,,
o,Phonemic,NA,,
 ,Phonemic,NA,,
í,Phonemic,NA,,
g,Phonemic,NA,,
j,Phonemic,NA,,
q,Phonemic,NA,,
ó,Phonemic,NA,,
h,Phonemic,NA,,
v,Phonemic,NA,,
x,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
é,Phonemic,NA,,
ɲ,Phonemic,NA,,
y,Phonemic,NA,,
á,Phonemic,NA,,
/,Phonemic,NA,,
ú,Phonemic,NA,,
ü,Phonemic,NA,,
D,Phonemic,NA,,
