value,transcription,alt_transcription,IPA,Comment
',Phonemic,NA,,
ˀ,Phonemic,NA,,
d,Phonemic,NA,,
e,Phonemic,NA,,
-,Phonemic,NA,,
ʔ,Phonemic,NA,,
i,Phonemic,NA,,
n,Phonemic,NA,,
o,Phonemic,NA,,
h,Phonemic,NA,,
r,Phonemic,NA,,
a,Phonemic,NA,,
b,Phonemic,NA,,
k,Phonemic,NA,,
s,Phonemic,NA,,
l,Phonemic,NA,,
w,Phonemic,NA,,
ã,Phonemic,NA,,
p,Phonemic,NA,,
u,Phonemic,NA,,
ʰ,Phonemic,NA,,
c̷,Phonemic,NA,,
t,Phonemic,NA,,
m,Phonemic,NA,,
Φ,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
ĩ,Phonemic,NA,,
ũ,Phonemic,NA,,
 ,Phonemic,NA,,
~,Phonemic,NA,,
õ,Phonemic,NA,,
y,Phonemic,NA,,
ẽ,Phonemic,NA,,
x,Phonemic,NA,,
ř,Phonemic,NA,,
č,Phonemic,NA,,
f,Phonemic,NA,,
+,Phonemic,NA,,
(,Phonemic,NA,,
.,Phonemic,NA,,
),Phonemic,NA,,
A,Phonemic,NA,,
