value,transcription,alt_transcription,IPA,Comment
ʒ́,phonetic,NA,,
â,phonetic,NA,,
ŋ,phonetic,NA,,
.,phonetic,NA,,
5,phonetic,NA,,
1,phonetic,NA,,
k,phonetic,NA,,
h,phonetic,NA,,
i,phonetic,NA,,
a,phonetic,NA,,
4,phonetic,NA,,
2,phonetic,NA,,
ə,phonetic,NA,,
 ,phonetic,NA,,
ʌ,phonetic,NA,,
n,phonetic,NA,,
s,phonetic,NA,,
t,phonetic,NA,,
u,phonetic,NA,,
p,phonetic,NA,,
m,phonetic,NA,,
l,phonetic,NA,,
d,phonetic,NA,,
ɛ,phonetic,NA,,
c,phonetic,NA,,
ɔ,phonetic,NA,,
v,phonetic,NA,,
ʔ,phonetic,NA,,
r,phonetic,NA,,
b,phonetic,NA,,
e,phonetic,NA,,
ɨ,phonetic,NA,,
o,phonetic,NA,,
g,phonetic,NA,,
ç,phonetic,NA,,
j,phonetic,NA,,
f,phonetic,NA,,
ń,phonetic,NA,,
ć,phonetic,NA,,
x,phonetic,NA,,
ṣ,phonetic,NA,,
