value,transcription,alt_transcription,IPA,Comment
w,Phonemic,NA,,
a,Phonemic,NA,,
u,Phonemic,NA,,
p,Phonemic,NA,,
č,Phonemic,NA,,
ɨ,Phonemic,NA,,
h,Phonemic,NA,,
t,Phonemic,NA,,
ˀ,Phonemic,NA,,
ʔ,Phonemic,NA,,
n,Phonemic,NA,,
l,Phonemic,NA,,
e,Phonemic,NA,,
k,Phonemic,NA,,
s,Phonemic,NA,,
y,Phonemic,NA,,
m,Phonemic,NA,,
i,Phonemic,NA,,
-,Phonemic,NA,,
d,Phonemic,NA,,
o,Phonemic,NA,,
r,Phonemic,NA,,
b,Phonemic,NA,,
ʸ,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
(,Phonemic,NA,,
.,Phonemic,NA,,
),Phonemic,NA,,
 ,Phonemic,NA,,
f,Phonemic,NA,,
v,Phonemic,NA,,
ï,Phonemic,NA,,
