value,transcription,alt_transcription,IPA,Comment
m,Phonemic,NA,,
a,Phonemic,NA,,
h,Phonemic,NA,,
ã,Phonemic,NA,,
d,Phonemic,NA,,
u,Phonemic,NA,,
n,Phonemic,NA,,
ɨ,Phonemic,NA,,
ɔ,Phonemic,NA,,
b,Phonemic,NA,,
t,Phonemic,NA,,
e,Phonemic,NA,,
r,Phonemic,NA,,
l,Phonemic,NA,,
ə,Phonemic,NA,,
ɨ̃,Phonemic,NA,,
i,Phonemic,NA,,
o,Phonemic,NA,,
w,Phonemic,NA,,
š,Phonemic,NA,,
 ,Phonemic,NA,,
(,Phonemic,NA,,
?,Phonemic,NA,,
),Phonemic,NA,,
-,Phonemic,NA,,
k,Phonemic,NA,,
s,Phonemic,NA,,
ǰ,Phonemic,NA,,
õ,Phonemic,NA,,
č,Phonemic,NA,,
[,Phonemic,NA,,
',Phonemic,NA,,
v,Phonemic,NA,,
],Phonemic,NA,,
