value,transcription,alt_transcription,IPA,Comment
m,Phonemic,NA,,
u,Phonemic,NA,,
k,Phonemic,NA,,
ɳ,Phonemic,NA,,
õ,Phonemic,NA,,
a,Phonemic,NA,,
:,Phonemic,NA,,
h,Phonemic,NA,,
ə,Phonemic,NA,,
r,Phonemic,NA,,
ɔ,Phonemic,NA,,
n,Phonemic,NA,,
t,Phonemic,NA,,
l,Phonemic,NA,,
g,Phonemic,NA,,
b,Phonemic,NA,,
e,Phonemic,NA,,
',Phonemic,NA,,
o,Phonemic,NA,,
ʈ,Phonemic,NA,,
ʊ,Phonemic,NA,,
ö,Phonemic,NA,,
w,Phonemic,NA,,
d,Phonemic,NA,,
z,Phonemic,NA,,
ɽ,Phonemic,NA,,
ɪ,Phonemic,NA,,
ā,Phonemic,NA,,
ɖ,Phonemic,NA,,
i,Phonemic,NA,,
ʃ,Phonemic,NA,,
ɭ,Phonemic,NA,,
ō,Phonemic,NA,,
s,Phonemic,NA,,
ē,Phonemic,NA,,
p,Phonemic,NA,,
ɛ,Phonemic,NA,,
ɔ̄,Phonemic,NA,,
à,Phonemic,NA,,
 ,Phonemic,NA,,
.,Phonemic,NA,,
ɔ̀,Phonemic,NA,,
ɛ̄,Phonemic,NA,,
ū,Phonemic,NA,,
ì,Phonemic,NA,,
ĩ,Phonemic,NA,,
ŋ,Phonemic,NA,,
c,Phonemic,NA,,
ī,Phonemic,NA,,
j,Phonemic,NA,,
È,Phonemic,NA,,
`,Phonemic,NA,,
ò,Phonemic,NA,,
è,Phonemic,NA,,
ɟ,Phonemic,NA,,
ʊ̀,Phonemic,NA,,
ã,Phonemic,NA,,
ũ,Phonemic,NA,,
|,Phonemic,NA,,
ù,Phonemic,NA,,
ʊ̃,Phonemic,NA,,
ʊ̄,Phonemic,NA,,
ñ,Phonemic,NA,,
-,Phonemic,NA,,
ẽ,Phonemic,NA,,
ɛ̃,Phonemic,NA,,
f,Phonemic,NA,,
ɛ̀,Phonemic,NA,,
