value,transcription,alt_transcription,IPA,Comment
n,phonetic,NA,,
a,phonetic,NA,,
u,phonetic,NA,,
ʔ,phonetic,NA,,
.,phonetic,NA,,
B,phonetic,NA,,
h,phonetic,NA,,
ɔ,phonetic,NA,,
i,phonetic,NA,,
k,phonetic,NA,,
A,phonetic,NA,,
g,phonetic,NA,,
s,phonetic,NA,,
ə,phonetic,NA,,
d,phonetic,NA,,
t,phonetic,NA,,
ʒ́,phonetic,NA,,
ɨ,phonetic,NA,,
l,phonetic,NA,,
m,phonetic,NA,,
 ,phonetic,NA,,
o,phonetic,NA,,
p,phonetic,NA,,
b,phonetic,NA,,
ɛ,phonetic,NA,,
r,phonetic,NA,,
ŋ,phonetic,NA,,
e,phonetic,NA,,
ń,phonetic,NA,,
ć,phonetic,NA,,
j,phonetic,NA,,
(,phonetic,NA,,
),phonetic,NA,,
v,phonetic,NA,,
f,phonetic,NA,,
c,phonetic,NA,,
0,phonetic,NA,,
