value,transcription,alt_transcription,IPA,Comment
n,Phonemic,NA,,
e,Phonemic,NA,,
ŋ,Phonemic,NA,,
l,Phonemic,NA,,
w,Phonemic,NA,,
a,Phonemic,NA,,
t,Phonemic,NA,,
s,Phonemic,NA,,
k,Phonemic,NA,,
m,Phonemic,NA,,
ɬ,Phonemic,NA,,
ʔ,Phonemic,NA,,
p,Phonemic,NA,,
h,Phonemic,NA,,
o,Phonemic,NA,,
y,Phonemic,NA,,
ˀ,Phonemic,NA,,
 ,Phonemic,NA,,
/,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
-,Phonemic,NA,,
i,Phonemic,NA,,
u,Phonemic,NA,,
r,Phonemic,NA,,
v,Phonemic,NA,,
d,Phonemic,NA,,
x,Phonemic,NA,,
č,Phonemic,NA,,
c,Phonemic,NA,,
T,Phonemic,NA,,
