value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
i,Phonemic,NA,,
ŋ,Phonemic,NA,,
.,Phonemic,NA,,
2,Phonemic,NA,,
h,Phonemic,NA,,
u,Phonemic,NA,,
n,Phonemic,NA,,
3,Phonemic,NA,,
p,Phonemic,NA,,
a,Phonemic,NA,,
 ,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
ł,Phonemic,NA,,
:,Phonemic,NA,,
7,Phonemic,NA,,
1,Phonemic,NA,,
k,Phonemic,NA,,
c,Phonemic,NA,,
6,Phonemic,NA,,
ś,Phonemic,NA,,
o,Phonemic,NA,,
l,Phonemic,NA,,
5,Phonemic,NA,,
ʔ,Phonemic,NA,,
v,Phonemic,NA,,
f,Phonemic,NA,,
m,Phonemic,NA,,
ɨ,Phonemic,NA,,
b,Phonemic,NA,,
j,Phonemic,NA,,
8,Phonemic,NA,,
e,Phonemic,NA,,
d,Phonemic,NA,,
ń,Phonemic,NA,,
4,Phonemic,NA,,
ə,Phonemic,NA,,
ä,Phonemic,NA,,
ṗ,Phonemic,NA,,
.̯,Phonemic,NA,,
Ł,Phonemic,NA,,
~,Phonemic,NA,,
w,Phonemic,NA,,
x,Phonemic,NA,,
