value,transcription,alt_transcription,IPA,Comment
v,Phonemic,NA,,
ɔ,Phonemic,NA,,
h,Phonemic,NA,,
i,Phonemic,NA,,
a,Phonemic,NA,,
ʔ,Phonemic,NA,,
-,Phonemic,NA,,
ö,Phonemic,NA,,
f,Phonemic,NA,,
ŋ,Phonemic,NA,,
n,Phonemic,NA,,
o,Phonemic,NA,,
 ,Phonemic,NA,,
r,Phonemic,NA,,
k,Phonemic,NA,,
m,Phonemic,NA,,
t,Phonemic,NA,,
e,Phonemic,NA,,
p,Phonemic,NA,,
s,Phonemic,NA,,
u,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
æ,Phonemic,NA,,
l,Phonemic,NA,,
č,Phonemic,NA,,
ā,Phonemic,NA,,
ū,Phonemic,NA,,
ē,Phonemic,NA,,
ō,Phonemic,NA,,
g,Phonemic,NA,,
ü,Phonemic,NA,,
ī,Phonemic,NA,,
ä,Phonemic,NA,,
?,Phonemic,NA,,
ǣ,Phonemic,NA,,
j,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
