value,transcription,alt_transcription,IPA,Comment
h,Phonemic,NA,,
i,Phonemic,NA,,
y,Phonemic,NA,,
a,Phonemic,NA,,
',Phonemic,NA,,
k,Phonemic,NA,,
e,Phonemic,NA,,
r,Phonemic,NA,,
ʔ,Phonemic,NA,,
œ,Phonemic,NA,,
č,Phonemic,NA,,
u,Phonemic,NA,,
t,Phonemic,NA,,
b,Phonemic,NA,,
ɲ,Phonemic,NA,,
x,Phonemic,NA,,
o,Phonemic,NA,,
õ,Phonemic,NA,,
s,Phonemic,NA,,
 ,Phonemic,NA,,
m,Phonemic,NA,,
d,Phonemic,NA,,
ʸ,Phonemic,NA,,
p,Phonemic,NA,,
æ,Phonemic,NA,,
n,Phonemic,NA,,
-,Phonemic,NA,,
c̷,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
w,Phonemic,NA,,
š,Phonemic,NA,,
œ̃,Phonemic,NA,,
f,Phonemic,NA,,
~,Phonemic,NA,,
ũ,Phonemic,NA,,
ã,Phonemic,NA,,
v,Phonemic,NA,,
ĩ,Phonemic,NA,,
ẽ,Phonemic,NA,,
á,Phonemic,NA,,
ñ,Phonemic,NA,,
g,Phonemic,NA,,
(,Phonemic,NA,,
?,Phonemic,NA,,
),Phonemic,NA,,
w̃,Phonemic,NA,,
.,Phonemic,NA,,
c,Phonemic,NA,,
