value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
a,Phonemic,NA,,
ŋ,Phonemic,NA,,
.,Phonemic,NA,,
4,Phonemic,NA,,
w,Phonemic,NA,,
:,Phonemic,NA,,
n,Phonemic,NA,,
2,Phonemic,NA,,
 ,Phonemic,NA,,
ś,Phonemic,NA,,
ə,Phonemic,NA,,
ɔ,Phonemic,NA,,
k,Phonemic,NA,,
7,Phonemic,NA,,
h,Phonemic,NA,,
e,Phonemic,NA,,
i,Phonemic,NA,,
3,Phonemic,NA,,
ʔ,Phonemic,NA,,
d,Phonemic,NA,,
o,Phonemic,NA,,
u,Phonemic,NA,,
6,Phonemic,NA,,
b,Phonemic,NA,,
5,Phonemic,NA,,
p,Phonemic,NA,,
1,Phonemic,NA,,
s,Phonemic,NA,,
j,Phonemic,NA,,
c,Phonemic,NA,,
f,Phonemic,NA,,
8,Phonemic,NA,,
m,Phonemic,NA,,
ɨ,Phonemic,NA,,
l,Phonemic,NA,,
ń,Phonemic,NA,,
r,Phonemic,NA,,
v,Phonemic,NA,,
ć,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
ɛ,Phonemic,NA,,
.̄,Phonemic,NA,,
ł,Phonemic,NA,,
