value,transcription,alt_transcription,IPA,Comment
θ,Phonemic,NA,,
r,Phonemic,NA,,
a,Phonemic,NA,,
o,Phonemic,NA,,
š,Phonemic,NA,,
t,Phonemic,NA,,
i,Phonemic,NA,,
-,Phonemic,NA,,
w,Phonemic,NA,,
ə,Phonemic,NA,,
s,Phonemic,NA,,
h,Phonemic,NA,,
k,Phonemic,NA,,
n,Phonemic,NA,,
g,Phonemic,NA,,
d,Phonemic,NA,,
f,Phonemic,NA,,
u,Phonemic,NA,,
ǰ,Phonemic,NA,,
v,Phonemic,NA,,
ā,Phonemic,NA,,
y,Phonemic,NA,,
z,Phonemic,NA,,
ē,Phonemic,NA,,
m,Phonemic,NA,,
b,Phonemic,NA,,
ɣ,Phonemic,NA,,
č,Phonemic,NA,,
x,Phonemic,NA,,
p,Phonemic,NA,,
ŋ,Phonemic,NA,,
ð,Phonemic,NA,,
ū,Phonemic,NA,,
e,Phonemic,NA,,
*,Phonemic,NA,,
 ,Phonemic,NA,,
(,Phonemic,NA,,
?,Phonemic,NA,,
),Phonemic,NA,,
ī,Phonemic,NA,,
ž,Phonemic,NA,,
ʷ,Phonemic,NA,,
ą,Phonemic,NA,,
ō,Phonemic,NA,,
~,Phonemic,NA,,
n̩,Phonemic,NA,,
ṣ̌,Phonemic,NA,,
ə̄,Phonemic,NA,,
j,Phonemic,NA,,
