value,transcription,alt_transcription,IPA,Comment
t,IPA,NA,,
e,IPA,NA,,
b,IPA,NA,,
í,IPA,NA,,
k,IPA,NA,,
a,IPA,NA,,
:,IPA,NA,,
l,IPA,NA,,
ʃ,IPA,NA,,
w,IPA,NA,,
á,IPA,NA,,
ŋ,IPA,NA,,
d,IPA,NA,,
r,IPA,NA,,
i,IPA,NA,,
n,IPA,NA,,
m,IPA,NA,,
ɛ,IPA,NA,,
ɽ,IPA,NA,,
ó,IPA,NA,,
u,IPA,NA,,
g,IPA,NA,,
 ,IPA,NA,,
|,IPA,NA,,
/,IPA,NA,,
ú,IPA,NA,,
ʈ,IPA,NA,,
ɖ,IPA,NA,,
o,IPA,NA,,
ɪ,IPA,NA,,
ɲ,IPA,NA,,
ʊ,IPA,NA,,
ǰ,IPA,NA,,
ʊ́,IPA,NA,,
y,IPA,NA,,
p,IPA,NA,,
č,IPA,NA,,
é,IPA,NA,,
ɪ́,IPA,NA,,
ɔ́,IPA,NA,,
ɔ,IPA,NA,,
ɛ́,IPA,NA,,
ŕ,IPA,NA,,
ε,IPA,NA,,
č,IPA,NA,,
ǰ,IPA,NA,,
h,IPA,NA,,
?,IPA,NA,,
-,IPA,NA,,
v,IPA,NA,,
f,IPA,NA,,
ɡ,IPA,NA,,
t́,IPA,NA,,
ː,IPA,NA,,
.,IPA,NA,,
Í,IPA,NA,,
á́,IPA,NA,,
 ,IPA,NA,,
í,IPA,NA,,
