value,transcription,alt_transcription,IPA,Comment
t̪,Phonemic,Standard,,
ʰ,Phonemic,Standard,,
a,Phonemic,Standard,,
ː,Phonemic,Standard,,
m,Phonemic,Standard,,
b,Phonemic,Standard,,
v,Phonemic,Standard,,
ɳ,Phonemic,Standard,,
e,Phonemic,Standard,,
s,Phonemic,Standard,,
p,Phonemic,Standard,,
 ,Phonemic,Standard,,
k,Phonemic,Standard,,
r,Phonemic,Standard,,
n̪,Phonemic,Standard,,
ɕ,Phonemic,Standard,,
ʈ,Phonemic,Standard,,
ʱ,Phonemic,Standard,,
u,Phonemic,Standard,,
i,Phonemic,Standard,,
h,Phonemic,Standard,,
o,Phonemic,Standard,,
j,Phonemic,Standard,,
d̪,Phonemic,Standard,,
ɭ,Phonemic,Standard,,
d,Phonemic,Standard,,
ʒ,Phonemic,Standard,,
ɖ,Phonemic,Standard,,
g,Phonemic,Standard,,
l,Phonemic,Standard,,
t,Phonemic,Standard,,
ʃ,Phonemic,Standard,,
ɔ,Phonemic,Standard,,
ɪ,Phonemic,Standard,,
ʂ,Phonemic,Standard,,
ɛ,Phonemic,Standard,,
ŋ,Phonemic,Standard,,
(,Phonemic,Standard,,
n,Phonemic,Standard,,
),Phonemic,Standard,,
y,Phonemic,Standard,,
ʧ,Phonemic,Standard,,
w,Phonemic,Standard,,
Į,Phonemic,Standard,,
ʤ,Phonemic,Standard,,
