value,transcription,alt_transcription,IPA,Comment
k,Phonemic,NA,,
r,Phonemic,NA,,
ɨ̃,Phonemic,NA,,
ŋ,Phonemic,NA,,
 ,Phonemic,NA,,
h,Phonemic,NA,,
e,Phonemic,NA,,
t,Phonemic,NA,,
ã,Phonemic,NA,,
n,Phonemic,NA,,
ũ,Phonemic,NA,,
ə̃,Phonemic,NA,,
ɛ̃,Phonemic,NA,,
o,Phonemic,NA,,
ə,Phonemic,NA,,
ɔ,Phonemic,NA,,
ɛ,Phonemic,NA,,
w,Phonemic,NA,,
ɲ,Phonemic,NA,,
p,Phonemic,NA,,
y,Phonemic,NA,,
m,Phonemic,NA,,
f,Phonemic,NA,,
i,Phonemic,NA,,
Φ,Phonemic,NA,,
a,Phonemic,NA,,
-,Phonemic,NA,,
u,Phonemic,NA,,
ĩ,Phonemic,NA,,
ɨ,Phonemic,NA,,
s,Phonemic,NA,,
[,Phonemic,NA,,
],Phonemic,NA,,
ʔ,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
ṣ̌,Phonemic,NA,,
#,Phonemic,NA,,
N,Phonemic,NA,,
A,Phonemic,NA,,
M,Phonemic,NA,,
E,Phonemic,NA,,
?,Phonemic,NA,,
ẽ,Phonemic,NA,,
',Phonemic,NA,,
ɔ̃,Phonemic,NA,,
