value,transcription,alt_transcription,IPA,Comment
n,Phonemic,Standard,,
i,Phonemic,Standard,,
b,Phonemic,Standard,,
r̖,Phonemic,Standard,,
t,Phonemic,Standard,,
a,Phonemic,Standard,,
 ,Phonemic,Standard,,
k,Phonemic,Standard,,
ā,Phonemic,Standard,,
r,Phonemic,Standard,,
s,Phonemic,Standard,,
m,Phonemic,Standard,,
p,Phonemic,Standard,,
ṭ,Phonemic,Standard,,
o,Phonemic,Standard,,
h,Phonemic,Standard,,
d,Phonemic,Standard,,
e,Phonemic,Standard,,
ī,Phonemic,Standard,,
y,Phonemic,Standard,,
u,Phonemic,Standard,,
j,Phonemic,Standard,,
ḍ,Phonemic,Standard,,
g,Phonemic,Standard,,
l,Phonemic,Standard,,
r̥,Phonemic,Standard,,
c,Phonemic,Standard,,
ṇ,Phonemic,Standard,,
ṣ,Phonemic,Standard,,
ś,Phonemic,Standard,,
ū,Phonemic,Standard,,
ī,Phonemic,Standard,,
ṃ,Phonemic,Standard,,
n̄,Phonemic,Standard,,
ṁ,Phonemic,Standard,,
ṅ,Phonemic,Standard,,
ṭ,Phonemic,Standard,,
ḍ,Phonemic,Standard,,
ṅ,Phonemic,Standard,,
ṣ,Phonemic,Standard,,
ṇ,Phonemic,Standard,,
(,Phonemic,Standard,,
),Phonemic,Standard,,
ś,Phonemic,Standard,,
ñ,Phonemic,Standard,,
-,Phonemic,Standard,,
ŗ,Phonemic,Standard,,
ṁ,Phonemic,Standard,,
ū,Phonemic,Standard,,
ē,Phonemic,Standard,,
ā,Phonemic,Standard,,
