value,transcription,alt_transcription,IPA,Comment
č,Phonemic,NA,,
ʸ,Phonemic,NA,,
a,Phonemic,NA,,
r̃,Phonemic,NA,,
',Phonemic,NA,,
n,Phonemic,NA,,
š,Phonemic,NA,,
p,Phonemic,NA,,
ə,Phonemic,NA,,
t,Phonemic,NA,,
m,Phonemic,NA,,
u,Phonemic,NA,,
y,Phonemic,NA,,
ü,Phonemic,NA,,
ŋ,Phonemic,NA,,
l,Phonemic,NA,,
β,Phonemic,NA,,
 ,Phonemic,NA,,
~,Phonemic,NA,,
k,Phonemic,NA,,
i,Phonemic,NA,,
ɣ,Phonemic,NA,,
o,Phonemic,NA,,
ž,Phonemic,NA,,
e,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
ð,Phonemic,NA,,
s,Phonemic,NA,,
ö,Phonemic,NA,,
z,Phonemic,NA,,
,Phonemic,NA,,
ɲ,Phonemic,NA,,
b,Phonemic,NA,,
x,Phonemic,NA,,
c̷,Phonemic,NA,,
-,Phonemic,NA,,
Φ,Phonemic,NA,,
ɲ̃,Phonemic,NA,,
r,Phonemic,NA,,
k̈,Phonemic,NA,,
ṳ̈,Phonemic,NA,,
Y,Phonemic,NA,,
