value,transcription,alt_transcription,IPA,Comment
ã,Phonemic,NA,,
k,Phonemic,NA,,
ɨ,Phonemic,NA,,
-,Phonemic,NA,,
t,Phonemic,NA,,
i,Phonemic,NA,,
ɲ,Phonemic,NA,,
o,Phonemic,NA,,
ṣ̌,Phonemic,NA,,
a,Phonemic,NA,,
m,Phonemic,NA,,
p,Phonemic,NA,,
',Phonemic,NA,,
n,Phonemic,NA,,
β,Phonemic,NA,,
u,Phonemic,NA,,
š,Phonemic,NA,,
ĩ,Phonemic,NA,,
ʔ,Phonemic,NA,,
s,Phonemic,NA,,
r,Phonemic,NA,,
ɨ̃,Phonemic,NA,,
c̷,Phonemic,NA,,
ũ,Phonemic,NA,,
č,Phonemic,NA,,
ʷ,Phonemic,NA,,
õ,Phonemic,NA,,
 ,Phonemic,NA,,
ṣ̌,Phonemic,NA,,
h,Phonemic,NA,,
e,Phonemic,NA,,
~,Phonemic,NA,,
b,Phonemic,NA,,
ẽ,Phonemic,NA,,
 ̃,Phonemic,NA,,
#,Phonemic,NA,,
N,Phonemic,NA,,
A,Phonemic,NA,,
M,Phonemic,NA,,
E,Phonemic,NA,,
?,Phonemic,NA,,
