value,transcription,alt_transcription,IPA,Comment
p,Phonemic,NA,,
e,Phonemic,NA,,
a,Phonemic,NA,,
t,Phonemic,NA,,
u,Phonemic,NA,,
m,Phonemic,NA,,
l,Phonemic,NA,,
ə,Phonemic,NA,,
k,Phonemic,NA,,
s,Phonemic,NA,,
h,Phonemic,NA,,
g,Phonemic,NA,,
w,Phonemic,NA,,
i,Phonemic,NA,,
r̃,Phonemic,NA,,
n,Phonemic,NA,,
o,Phonemic,NA,,
y,Phonemic,NA,,
ü,Phonemic,NA,,
d,Phonemic,NA,,
æ,Phonemic,NA,,
 ,Phonemic,NA,,
~,Phonemic,NA,,
b,Phonemic,NA,,
,Phonemic,NA,,
ö,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
-,Phonemic,NA,,
r̃̈,Phonemic,NA,,
š,Phonemic,NA,,
r,Phonemic,NA,,
f,Phonemic,NA,,
j,Phonemic,NA,,
ǘ,Phonemic,NA,,
