value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
a,Phonemic,NA,,
r,Phonemic,NA,,
i,Phonemic,NA,,
l,Phonemic,NA,,
g,Phonemic,NA,,
n,Phonemic,NA,,
k,Phonemic,NA,,
 ,Phonemic,NA,,
e,Phonemic,NA,,
v,Phonemic,NA,,
č,Phonemic,NA,,
c̷,Phonemic,NA,,
[,Phonemic,NA,,
ə,Phonemic,NA,,
],Phonemic,NA,,
d,Phonemic,NA,,
o,Phonemic,NA,,
h,Phonemic,NA,,
u,Phonemic,NA,,
ž,Phonemic,NA,,
s,Phonemic,NA,,
z,Phonemic,NA,,
p,Phonemic,NA,,
š,Phonemic,NA,,
b,Phonemic,NA,,
ǰ,Phonemic,NA,,
m,Phonemic,NA,,
y,Phonemic,NA,,
x,Phonemic,NA,,
d͜,Phonemic,NA,,
ɣ,Phonemic,NA,,
ʰ,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
r̃,Phonemic,NA,,
/,Phonemic,NA,,
-,Phonemic,NA,,
A,Phonemic,NA,,
