value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
i,Phonemic,NA,,
ŋ,Phonemic,NA,,
.,Phonemic,NA,,
2,Phonemic,NA,,
k,Phonemic,NA,,
u,Phonemic,NA,,
4,Phonemic,NA,,
 ,Phonemic,NA,,
p,Phonemic,NA,,
a,Phonemic,NA,,
n,Phonemic,NA,,
s,Phonemic,NA,,
o,Phonemic,NA,,
:,Phonemic,NA,,
7,Phonemic,NA,,
z,Phonemic,NA,,
ɨ,Phonemic,NA,,
1,Phonemic,NA,,
j,Phonemic,NA,,
l,Phonemic,NA,,
8,Phonemic,NA,,
6,Phonemic,NA,,
d,Phonemic,NA,,
h,Phonemic,NA,,
m,Phonemic,NA,,
3,Phonemic,NA,,
5,Phonemic,NA,,
w,Phonemic,NA,,
e,Phonemic,NA,,
c,Phonemic,NA,,
f,Phonemic,NA,,
b,Phonemic,NA,,
ə,Phonemic,NA,,
ń,Phonemic,NA,,
.̄,Phonemic,NA,,
č,Phonemic,NA,,
ä,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
ʔ,Phonemic,NA,,
