value,transcription,alt_transcription,IPA,Comment
b,CyrillTrans,Phonemic,,
i,CyrillTrans,Phonemic,,
č,CyrillTrans,Phonemic,,
a,CyrillTrans,Phonemic,,
ɬ,CyrillTrans,Phonemic,,
e,CyrillTrans,Phonemic,,
q,CyrillTrans,Phonemic,,
ʼ,CyrillTrans,Phonemic,,
r,CyrillTrans,Phonemic,,
x,CyrillTrans,Phonemic,,
l,CyrillTrans,Phonemic,,
t,CyrillTrans,Phonemic,,
 ,CyrillTrans,Phonemic,,
o,CyrillTrans,Phonemic,,
ʷ,CyrillTrans,Phonemic,,
y,CyrillTrans,Phonemic,,
x̆,CyrillTrans,Phonemic,,
u,CyrillTrans,Phonemic,,
w,CyrillTrans,Phonemic,,
ʕ,CyrillTrans,Phonemic,,
d,CyrillTrans,Phonemic,,
z,CyrillTrans,Phonemic,,
m,CyrillTrans,Phonemic,,
n,CyrillTrans,Phonemic,,
s,CyrillTrans,Phonemic,,
ɣ,CyrillTrans,Phonemic,,
ƛ,CyrillTrans,Phonemic,,
k,CyrillTrans,Phonemic,,
g,CyrillTrans,Phonemic,,
š,CyrillTrans,Phonemic,,
c,CyrillTrans,Phonemic,,
(,CyrillTrans,Phonemic,,
),CyrillTrans,Phonemic,,
ˤ,CyrillTrans,Phonemic,,
ƛ̄,CyrillTrans,Phonemic,,
h,CyrillTrans,Phonemic,,
ä,CyrillTrans,Phonemic,,
p,CyrillTrans,Phonemic,,
ž,CyrillTrans,Phonemic,,
ħ,CyrillTrans,Phonemic,,
’,CyrillTrans,Phonemic,,
f,CyrillTrans,Phonemic,,
",",CyrillTrans,Phonemic,,
ˁ,CyrillTrans,Phonemic,,
с,CyrillTrans,Phonemic,,
ʲ,CyrillTrans,Phonemic,,
ʔ,CyrillTrans,Phonemic,,
