value,transcription,alt_transcription,IPA,Comment
ŋ,Phonemic,NA,,
e,Phonemic,NA,,
w,Phonemic,NA,,
a,Phonemic,NA,,
d,Phonemic,NA,,
s,Phonemic,NA,,
ʸ,Phonemic,NA,,
y,Phonemic,NA,,
o,Phonemic,NA,,
l,Phonemic,NA,,
c̷,Phonemic,NA,,
m,Phonemic,NA,,
n,Phonemic,NA,,
g,Phonemic,NA,,
p,Phonemic,NA,,
r̃,Phonemic,NA,,
u,Phonemic,NA,,
b,Phonemic,NA,,
ʔ,Phonemic,NA,,
t,Phonemic,NA,,
x,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
i,Phonemic,NA,,
 ,Phonemic,NA,,
~,Phonemic,NA,,
ɨ,Phonemic,NA,,
k,Phonemic,NA,,
c,Phonemic,NA,,
z,Phonemic,NA,,
č,Phonemic,NA,,
-,Phonemic,NA,,
