value,transcription,alt_transcription,IPA,Comment
à,Phonemic,NA,,
y,Phonemic,NA,,
 ,Phonemic,NA,,
ʔ,Phonemic,NA,,
o,Phonemic,NA,,
è,Phonemic,NA,,
w,Phonemic,NA,,
l,Phonemic,NA,,
a,Phonemic,NA,,
e,Phonemic,NA,,
č,Phonemic,NA,,
m,Phonemic,NA,,
ḳ,Phonemic,NA,,
ˀ,Phonemic,NA,,
x,Phonemic,NA,,
ò,Phonemic,NA,,
n,Phonemic,NA,,
t,Phonemic,NA,,
k,Phonemic,NA,,
r,Phonemic,NA,,
i,Phonemic,NA,,
h,Phonemic,NA,,
-,Phonemic,NA,,
u,Phonemic,NA,,
ṣ,Phonemic,NA,,
s,Phonemic,NA,,
p,Phonemic,NA,,
á,Phonemic,NA,,
š,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
d̶,Phonemic,NA,,
