value,transcription,alt_transcription,IPA,Comment
t,Phonemic,NA,,
a,Phonemic,NA,,
ŋ,Phonemic,NA,,
.,Phonemic,NA,,
3,Phonemic,NA,,
q,Phonemic,NA,,
o,Phonemic,NA,,
i,Phonemic,NA,,
1,Phonemic,NA,,
0,Phonemic,NA,,
 ,Phonemic,NA,,
ś,Phonemic,NA,,
u,Phonemic,NA,,
:,Phonemic,NA,,
m,Phonemic,NA,,
5,Phonemic,NA,,
4,Phonemic,NA,,
n,Phonemic,NA,,
k,Phonemic,NA,,
ɔ,Phonemic,NA,,
v,Phonemic,NA,,
h,Phonemic,NA,,
2,Phonemic,NA,,
p,Phonemic,NA,,
ʔ,Phonemic,NA,,
d,Phonemic,NA,,
j,Phonemic,NA,,
ə,Phonemic,NA,,
c,Phonemic,NA,,
w,Phonemic,NA,,
ń,Phonemic,NA,,
ɛ,Phonemic,NA,,
l,Phonemic,NA,,
δ,Phonemic,NA,,
ʒ,Phonemic,NA,,
e,Phonemic,NA,,
ɨ,Phonemic,NA,,
f,Phonemic,NA,,
b,Phonemic,NA,,
g,Phonemic,NA,,
r,Phonemic,NA,,
ϑ,Phonemic,NA,,
(,Phonemic,NA,,
),Phonemic,NA,,
z,Phonemic,NA,,
7,Phonemic,NA,,
6,Phonemic,NA,,
I,Phonemic,NA,,
