value,transcription,alt_transcription,IPA,Comment
g,phonetic,NA,,
ă,phonetic,NA,,
m,phonetic,NA,,
 ,phonetic,NA,,
p,phonetic,NA,,
ĕ,phonetic,NA,,
t,phonetic,NA,,
h,phonetic,NA,,
ɔ̆,phonetic,NA,,
i,phonetic,NA,,
ʔ,phonetic,NA,,
ź,phonetic,NA,,
u,phonetic,NA,,
l,phonetic,NA,,
a,phonetic,NA,,
r,phonetic,NA,,
e,phonetic,NA,,
ŋ,phonetic,NA,,
k,phonetic,NA,,
`,phonetic,NA,,
ə́,phonetic,NA,,
d,phonetic,NA,,
ŭ,phonetic,NA,,
w,phonetic,NA,,
?,phonetic,NA,,
s,phonetic,NA,,
:,phonetic,NA,,
o,phonetic,NA,,
ɛ,phonetic,NA,,
ĭ,phonetic,NA,,
b,phonetic,NA,,
ɨ,phonetic,NA,,
ɔ,phonetic,NA,,
v,phonetic,NA,,
n,phonetic,NA,,
v́,phonetic,NA,,
ṛ,phonetic,NA,,
ć,phonetic,NA,,
ə́̆,phonetic,NA,,
ṃ,phonetic,NA,,
/,phonetic,NA,,
ɛ̆,phonetic,NA,,
ɨ̣,phonetic,NA,,
ṇ,phonetic,NA,,
ḷ,phonetic,NA,,
f,phonetic,NA,,
ń,phonetic,NA,,
ŋ̊,phonetic,NA,,
ɨ̆,phonetic,NA,,
z,phonetic,NA,,
 ́,phonetic,NA,,
ṗ,phonetic,NA,,
ṇ́,phonetic,NA,,
ŏ,phonetic,NA,,
(,phonetic,NA,,
),phonetic,NA,,
1,phonetic,NA,,
v̆,phonetic,NA,,
á,phonetic,NA,,
ɔ̣,phonetic,NA,,
