value,transcription,alt_transcription,IPA,Comment
a,Phonemic,Standard,,
n̪,Phonemic,Standard,,
t̪,Phonemic,Standard,,
 ,Phonemic,Standard,,
h,Phonemic,Standard,,
o,Phonemic,Standard,,
ː,Phonemic,Standard,,
k,Phonemic,Standard,,
ʰ,Phonemic,Standard,,
m,Phonemic,Standard,,
ʈ,Phonemic,Standard,,
i,Phonemic,Standard,,
t,Phonemic,Standard,,
ʃ,Phonemic,Standard,,
l,Phonemic,Standard,,
ɕ,Phonemic,Standard,,
u,Phonemic,Standard,,
r,Phonemic,Standard,,
d̪,Phonemic,Standard,,
e,Phonemic,Standard,,
d,Phonemic,Standard,,
ʒ,Phonemic,Standard,,
j,Phonemic,Standard,,
s,Phonemic,Standard,,
ɽ,Phonemic,Standard,,
ʱ,Phonemic,Standard,,
g,Phonemic,Standard,,
b,Phonemic,Standard,,
p,Phonemic,Standard,,
ŋ,Phonemic,Standard,,
ɳ,Phonemic,Standard,,
ɖ,Phonemic,Standard,,
v,Phonemic,Standard,,
ʂ,Phonemic,Standard,,
ɛ,Phonemic,Standard,,
f,Phonemic,Standard,,
ʧ,Phonemic,Standard,,
n,Phonemic,Standard,,
w,Phonemic,Standard,,
g̣,Phonemic,Standard,,
ɔ,Phonemic,Standard,,
:,Phonemic,Standard,,
c,Phonemic,Standard,,
(,Phonemic,Standard,,
),Phonemic,Standard,,
-,Phonemic,Standard,,
ɑ,Phonemic,Standard,,
