value,transcription,alt_transcription,IPA,Comment
a,LatinTrans,Phonemic,,
ṣ,LatinTrans,Phonemic,,
h,LatinTrans,Phonemic,,
n,LatinTrans,Phonemic,,
s,LatinTrans,Phonemic,,
u,LatinTrans,Phonemic,,
k,LatinTrans,Phonemic,,
ɨ,LatinTrans,Phonemic,,
β,LatinTrans,Phonemic,,
ɣ,LatinTrans,Phonemic,,
i,LatinTrans,Phonemic,,
c̷̣,LatinTrans,Phonemic,,
o,LatinTrans,Phonemic,,
e,LatinTrans,Phonemic,,
t,LatinTrans,Phonemic,,
m,LatinTrans,Phonemic,,
p,LatinTrans,Phonemic,,
 ,LatinTrans,Phonemic,,
",",LatinTrans,Phonemic,,
g,LatinTrans,Phonemic,,
[,LatinTrans,Phonemic,,
r,LatinTrans,Phonemic,,
],LatinTrans,Phonemic,,
